"Test Case ID","UniqueId","TimeDifference","TotalMemory","FreeMemory"
"LinkedList 10000 insert","3002","6979561","128974848","118731048"
"LinkedList 10000 insert","3003","6980746","128974848","118731048"
"LinkedList 10000 insert","3004","6981536","128974848","118731048"
"LinkedList 10000 insert","3005","6982326","128974848","118731048"
"LinkedList 10000 insert","3006","6983117","128974848","118731048"
"LinkedList 10000 insert","3007","6983907","128974848","118731048"
"LinkedList 10000 insert","3008","6986277","128974848","118731048"
"LinkedList 10000 insert","3009","6987067","128974848","118731048"
"LinkedList 10000 insert","3010","6987857","128974848","118731048"
"LinkedList 10000 insert","3011","6988647","128974848","118731048"
"LinkedList 10000 insert","3012","6989438","128974848","118731048"
"LinkedList 10000 insert","3013","6991808","128974848","118731048"
"LinkedList 10000 insert","3014","6992993","128974848","118731048"
"LinkedList 10000 insert","3015","6993783","128974848","118731048"
"LinkedList 10000 insert","3016","6994573","128974848","118731048"
"LinkedList 10000 insert","3017","6995363","128974848","118731048"
"LinkedList 10000 insert","3018","6996154","128974848","118731048"
"LinkedList 10000 insert","3019","6998524","128974848","118731048"
"LinkedList 10000 insert","3020","6999709","128974848","118731048"
"LinkedList 10000 insert","3021","7000499","128974848","118731048"
"LinkedList 10000 insert","3022","7001289","128974848","118731048"
"LinkedList 10000 insert","3023","7002080","128974848","118731048"
"LinkedList 10000 insert","3024","7004450","128974848","118731048"
"LinkedList 10000 insert","3025","7005635","128974848","118731048"
"LinkedList 10000 insert","3026","7006425","128974848","118731048"
"LinkedList 10000 insert","3027","7007215","128974848","118731048"
"LinkedList 10000 insert","3028","7008005","128974848","118731048"
"LinkedList 10000 insert","3029","7008796","128974848","118731048"
"LinkedList 10000 insert","3030","7011166","128974848","118731048"
"LinkedList 10000 insert","3031","7011956","128974848","118731048"
"LinkedList 10000 insert","3032","7013141","128974848","118731048"
"LinkedList 10000 insert","3033","7013931","128974848","118731048"
"LinkedList 10000 insert","3034","7014722","128974848","118731048"
"LinkedList 10000 insert","3035","7017092","128974848","118731048"
"LinkedList 10000 insert","3036","7017882","128974848","118731048"
"LinkedList 10000 insert","3037","7018672","128974848","118731048"
"LinkedList 10000 insert","3038","7019462","128974848","118731048"
"LinkedList 10000 insert","3039","7020647","128974848","118731048"
"LinkedList 10000 insert","3040","7021438","128974848","118731048"
"LinkedList 10000 insert","3041","7023413","128974848","118731048"
"LinkedList 10000 insert","3042","7024203","128974848","118731048"
"LinkedList 10000 insert","3043","7025388","128974848","118731048"
"LinkedList 10000 insert","3044","7026178","128974848","118731048"
"LinkedList 10000 insert","3045","7026968","128974848","118731048"
"LinkedList 10000 insert","3046","7027759","128974848","118731048"
"LinkedList 10000 insert","3047","7030129","128974848","118731048"
"LinkedList 10000 insert","3048","7030919","128974848","118731048"
"LinkedList 10000 insert","3049","7032104","128974848","118731048"
"LinkedList 10000 insert","3050","7032894","128974848","118731048"
"LinkedList 10000 insert","3051","7033685","128974848","118731048"
"LinkedList 10000 insert","3052","7036055","128974848","118731048"
"LinkedList 10000 insert","3053","7036845","128974848","118731048"
"LinkedList 10000 insert","3054","7037635","128974848","118731048"
"LinkedList 10000 insert","3055","7038425","128974848","118731048"
"LinkedList 10000 insert","3056","7039215","128974848","118731048"
"LinkedList 10000 insert","3057","7040401","128974848","118731048"
"LinkedList 10000 insert","3058","7043166","128974848","118731048"
"LinkedList 10000 insert","3059","7044351","128974848","118731048"
"LinkedList 10000 insert","3060","7045141","128974848","118731048"
"LinkedList 10000 insert","3061","7045931","128974848","118731048"
"LinkedList 10000 insert","3062","7046722","128974848","118731048"
"LinkedList 10000 insert","3063","7048697","128974848","118731048"
"LinkedList 10000 insert","3064","7049882","128974848","118731048"
"LinkedList 10000 insert","3065","7050672","128974848","118731048"
"LinkedList 10000 insert","3066","7051462","128974848","118731048"
"LinkedList 10000 insert","3067","7052252","128974848","118731048"
"LinkedList 10000 insert","3068","7053043","128974848","118731048"
"LinkedList 10000 insert","3069","7055808","128974848","118731048"
"LinkedList 10000 insert","3070","7056598","128974848","118731048"
"LinkedList 10000 insert","3071","7057388","128974848","118731048"
"LinkedList 10000 insert","3072","7058178","128974848","118731048"
"LinkedList 10000 insert","3073","7058968","128974848","118731048"
"LinkedList 10000 insert","3074","7061339","128974848","118731048"
"LinkedList 10000 insert","3075","7064499","128974848","118731048"
"LinkedList 10000 insert","3076","7065289","128974848","118731048"
"LinkedList 10000 insert","3077","7066080","128974848","118731048"
"LinkedList 10000 insert","3078","7066870","128974848","118731048"
"LinkedList 10000 insert","3079","7068055","128974848","118731048"
"LinkedList 10000 insert","3080","7070425","128974848","118731048"
"LinkedList 10000 insert","3081","7071215","128974848","118731048"
"LinkedList 10000 insert","3082","7072006","128974848","118731048"
"LinkedList 10000 insert","3083","7072796","128974848","118731048"
"LinkedList 10000 insert","3084","7073586","128974848","118731048"
"LinkedList 10000 insert","3085","7074771","128974848","118731048"
"LinkedList 10000 insert","3086","7076746","128974848","118731048"
"LinkedList 10000 insert","3087","7077536","128974848","118731048"
"LinkedList 10000 insert","3088","7079512","128974848","118731048"
"LinkedList 10000 insert","3089","7080302","128974848","118731048"
"LinkedList 10000 insert","3090","7081092","128974848","118731048"
"LinkedList 10000 insert","3091","7085043","128974848","118731048"
"LinkedList 10000 insert","3092","7085833","128974848","118731048"
"LinkedList 10000 insert","3093","7086623","128974848","118731048"
"LinkedList 10000 insert","3094","7087808","128974848","118731048"
"LinkedList 10000 insert","3095","7088598","128974848","118731048"
"LinkedList 10000 insert","3096","7089388","128974848","118731048"
"LinkedList 10000 insert","3097","7091364","128974848","118731048"
"LinkedList 10000 insert","3098","7092154","128974848","118731048"
"LinkedList 10000 insert","3099","7093339","128974848","118731048"
"LinkedList 10000 insert","3100","7094129","128974848","118731048"
"LinkedList 10000 insert","3101","7094919","128974848","118731048"
"LinkedList 10000 insert","3102","7096894","128974848","118731048"
"LinkedList 10000 insert","3103","7097685","128974848","118731048"
"LinkedList 10000 insert","3104","7098870","128974848","118731048"
"LinkedList 10000 insert","3105","7099660","128974848","118731048"
"LinkedList 10000 insert","3106","7100450","128974848","118731048"
"LinkedList 10000 insert","3107","7101240","128974848","118731048"
"LinkedList 10000 insert","3108","7103215","128974848","118731048"
"LinkedList 10000 insert","3109","7104006","128974848","118731048"
"LinkedList 10000 insert","3110","7105191","128974848","118731048"
"LinkedList 10000 insert","3111","7105981","128974848","118731048"
"LinkedList 10000 insert","3112","7106771","128974848","118731048"
"LinkedList 10000 insert","3113","7108746","128974848","118731048"
"LinkedList 10000 insert","3114","7109536","128974848","118731048"
"LinkedList 10000 insert","3115","7110327","128974848","118731048"
"LinkedList 10000 insert","3116","7111512","128974848","118731048"
"LinkedList 10000 insert","3117","7112302","128974848","118731048"
"LinkedList 10000 insert","3118","7113092","128974848","118731048"
"LinkedList 10000 insert","3119","7115067","128974848","118731048"
"LinkedList 10000 insert","3120","7115857","128974848","118731048"
"LinkedList 10000 insert","3121","7116648","128974848","118731048"
"LinkedList 10000 insert","3122","7117438","128974848","118731048"
"LinkedList 10000 insert","3123","7118623","128974848","118731048"
"LinkedList 10000 insert","3124","7119413","128974848","118731048"
"LinkedList 10000 insert","3125","7121783","128974848","118731048"
"LinkedList 10000 insert","3126","7122573","128974848","118731048"
"LinkedList 10000 insert","3127","7123364","128974848","118731048"
"LinkedList 10000 insert","3128","7124154","128974848","118731048"
"LinkedList 10000 insert","3129","7125339","128974848","118731048"
"LinkedList 10000 insert","3130","7128104","128974848","118731048"
"LinkedList 10000 insert","3131","7128894","128974848","118731048"
"LinkedList 10000 insert","3132","7129685","128974848","118731048"
"LinkedList 10000 insert","3133","7130475","128974848","118731048"
"LinkedList 10000 insert","3134","7131660","128974848","118731048"
"LinkedList 10000 insert","3135","7132450","128974848","118731048"
"LinkedList 10000 insert","3136","7136006","128974848","118731048"
"LinkedList 10000 insert","3137","7136796","128974848","118731048"
"LinkedList 10000 insert","3138","7137586","128974848","118731048"
"LinkedList 10000 insert","3139","7138376","128974848","118731048"
"LinkedList 10000 insert","3140","7139166","128974848","118731048"
"LinkedList 10000 insert","3141","7141536","128974848","118731048"
"LinkedList 10000 insert","3142","7142327","128974848","118731048"
"LinkedList 10000 insert","3143","7143117","128974848","118731048"
"LinkedList 10000 insert","3144","7143907","128974848","118731048"
"LinkedList 10000 insert","3145","7144697","128974848","118731048"
"LinkedList 10000 insert","3146","7145882","128974848","118731048"
"LinkedList 10000 insert","3147","7147857","128974848","118731048"
"LinkedList 10000 insert","3148","7148648","128974848","118731048"
"LinkedList 10000 insert","3149","7149438","128974848","118731048"
"LinkedList 10000 insert","3150","7150228","128974848","118731048"
"LinkedList 10000 insert","3151","7151413","128974848","118731048"
"LinkedList 10000 insert","3152","7153388","128974848","118731048"
"LinkedList 10000 insert","3153","7154178","128974848","118731048"
"LinkedList 10000 insert","3154","7154969","128974848","118731048"
"LinkedList 10000 insert","3155","7155759","128974848","118731048"
"LinkedList 10000 insert","3156","7156944","128974848","118731048"
"LinkedList 10000 insert","3157","7157734","128974848","118731048"
"LinkedList 10000 insert","3158","7159709","128974848","118731048"
"LinkedList 10000 insert","3159","7160499","128974848","118731048"
"LinkedList 10000 insert","3160","7161290","128974848","118731048"
"LinkedList 10000 insert","3161","7162080","128974848","118731048"
"LinkedList 10000 insert","3162","7163265","128974848","118731048"
"LinkedList 10000 insert","3163","7165240","128974848","118731048"
"LinkedList 10000 insert","3164","7166030","128974848","118731048"
"LinkedList 10000 insert","3165","7166820","128974848","118731048"
"LinkedList 10000 insert","3166","7168401","128974848","118731048"
"LinkedList 10000 insert","3167","7169586","128974848","118731048"
"LinkedList 10000 insert","3168","7170376","128974848","118731048"
"LinkedList 10000 insert","3169","7172746","128974848","118731048"
"LinkedList 10000 insert","3170","7173932","128974848","118731048"
"LinkedList 10000 insert","3171","7175907","128974848","118731048"
"LinkedList 10000 insert","3172","7176697","128974848","118731048"
"LinkedList 10000 insert","3173","7177882","128974848","118731048"
"LinkedList 10000 insert","3174","7178672","128974848","118731048"
"LinkedList 10000 insert","3175","7180648","128974848","118731048"
"LinkedList 10000 insert","3176","7181438","128974848","118731048"
"LinkedList 10000 insert","3177","7182228","128974848","118731048"
"LinkedList 10000 insert","3178","7183018","128974848","118731048"
"LinkedList 10000 insert","3179","7183808","128974848","118731048"
"LinkedList 10000 insert","3180","7186178","128974848","118731048"
"LinkedList 10000 insert","3181","7186969","128974848","118731048"
"LinkedList 10000 insert","3182","7187759","128974848","118731048"
"LinkedList 10000 insert","3183","7188549","128974848","118731048"
"LinkedList 10000 insert","3184","7189339","128974848","118731048"
"LinkedList 10000 insert","3185","7190524","128974848","118731048"
"LinkedList 10000 insert","3186","7192499","128974848","118731048"
"LinkedList 10000 insert","3187","7193290","128974848","118731048"
"LinkedList 10000 insert","3188","7194080","128974848","118731048"
"LinkedList 10000 insert","3189","7194870","128974848","118731048"
"LinkedList 10000 insert","3190","7195660","128974848","118731048"
"LinkedList 10000 insert","3191","7198030","128974848","118731048"
"LinkedList 10000 insert","3192","7199216","128974848","118731048"
"LinkedList 10000 insert","3193","7200006","128974848","118731048"
"LinkedList 10000 insert","3194","7200796","128974848","118731048"
"LinkedList 10000 insert","3195","7201586","128974848","118731048"
"LinkedList 10000 insert","3196","7202376","128974848","118731048"
"LinkedList 10000 insert","3197","7204746","128974848","118731048"
"LinkedList 10000 insert","3198","7205536","128974848","118731048"
"LinkedList 10000 insert","3199","7206327","128974848","118731048"
"LinkedList 10000 insert","3200","7207512","128974848","118731048"
"LinkedList 10000 insert","3201","7208302","128974848","118731048"
"LinkedList 10000 insert","3202","7210672","128974848","118731048"
"LinkedList 10000 insert","3203","7211462","128974848","118731048"
"LinkedList 10000 insert","3204","7212253","128974848","118731048"
"LinkedList 10000 insert","3205","7213043","128974848","118731048"
"LinkedList 10000 insert","3206","7213833","128974848","118731048"
"LinkedList 10000 insert","3207","7214623","128974848","118731048"
"LinkedList 10000 insert","3208","7217388","128974848","118731048"
"LinkedList 10000 insert","3209","7218178","128974848","118731048"
"LinkedList 10000 insert","3210","7218969","128974848","118731048"
"LinkedList 10000 insert","3211","7219759","128974848","118731048"
"LinkedList 10000 insert","3212","7220549","128974848","118731048"
"LinkedList 10000 insert","3213","7221339","128974848","118731048"
"LinkedList 10000 insert","3214","7223709","128974848","118731048"
"LinkedList 10000 insert","3215","7224499","128974848","118731048"
"LinkedList 10000 insert","3216","7225290","128974848","118731048"
"LinkedList 10000 insert","3217","7226080","128974848","118731048"
"LinkedList 10000 insert","3218","7226870","128974848","118731048"
"LinkedList 10000 insert","3219","7229240","128974848","118731048"
"LinkedList 10000 insert","3220","7230425","128974848","118731048"
"LinkedList 10000 insert","3221","7231216","128974848","118731048"
"LinkedList 10000 insert","3222","7232006","128974848","118731048"
"LinkedList 10000 insert","3223","7232796","128974848","118731048"
"LinkedList 10000 insert","3224","7233981","128974848","118731048"
"LinkedList 10000 insert","3225","7235956","128974848","118731048"
"LinkedList 10000 insert","3226","7236746","128974848","118731048"
"LinkedList 10000 insert","3227","7237537","128974848","118731048"
"LinkedList 10000 insert","3228","7238327","128974848","118731048"
"LinkedList 10000 insert","3229","7239512","128974848","118731048"
"LinkedList 10000 insert","3230","7241487","128974848","118731048"
"LinkedList 10000 insert","3231","7242277","128974848","118731048"
"LinkedList 10000 insert","3232","7243067","128974848","118731048"
"LinkedList 10000 insert","3233","7243858","128974848","118731048"
"LinkedList 10000 insert","3234","7245043","128974848","118731048"
"LinkedList 10000 insert","3235","7245833","128974848","118731048"
"LinkedList 10000 insert","3236","7247808","128974848","118731048"
"LinkedList 10000 insert","3237","7248598","128974848","118731048"
"LinkedList 10000 insert","3238","7249783","128974848","118731048"
"LinkedList 10000 insert","3239","7250574","128974848","118731048"
"LinkedList 10000 insert","3240","7251364","128974848","118731048"
"LinkedList 10000 insert","3241","7253734","128974848","118731048"
"LinkedList 10000 insert","3242","7254524","128974848","118731048"
"LinkedList 10000 insert","3243","7255709","128974848","118731048"
"LinkedList 10000 insert","3244","7256499","128974848","118731048"
"LinkedList 10000 insert","3245","7257685","128974848","118731048"
"LinkedList 10000 insert","3246","7258475","128974848","118731048"
"LinkedList 10000 insert","3247","7260845","128974848","118731048"
"LinkedList 10000 insert","3248","7261635","128974848","118731048"
"LinkedList 10000 insert","3249","7262425","128974848","118731048"
"LinkedList 10000 insert","3250","7263216","128974848","118731048"
"LinkedList 10000 insert","3251","7264006","128974848","118731048"
"LinkedList 10000 insert","3252","7265191","128974848","118731048"
"LinkedList 10000 insert","3253","7267166","128974848","118731048"
"LinkedList 10000 insert","3254","7267956","128974848","118731048"
"LinkedList 10000 insert","3255","7268746","128974848","118731048"
"LinkedList 10000 insert","3256","7269932","128974848","118731048"
"LinkedList 10000 insert","3257","7270722","128974848","118731048"
"LinkedList 10000 insert","3258","7272697","128974848","118731048"
"LinkedList 10000 insert","3259","7273487","128974848","118731048"
"LinkedList 10000 insert","3260","7274277","128974848","118731048"
"LinkedList 10000 insert","3261","7275067","128974848","118731048"
"LinkedList 10000 insert","3262","7275858","128974848","118731048"
"LinkedList 10000 insert","3263","7277043","128974848","118731048"
"LinkedList 10000 insert","3264","7279018","128974848","118731048"
"LinkedList 10000 insert","3265","7279808","128974848","118731048"
"LinkedList 10000 insert","3266","7280598","128974848","118731048"
"LinkedList 10000 insert","3267","7281388","128974848","118731048"
"LinkedList 10000 insert","3268","7282179","128974848","118731048"
"LinkedList 10000 insert","3269","7284549","128974848","118731048"
"LinkedList 10000 insert","3270","7285339","128974848","118731048"
"LinkedList 10000 insert","3271","7286129","128974848","118731048"
"LinkedList 10000 insert","3272","7286919","128974848","118731048"
"LinkedList 10000 insert","3273","7287709","128974848","118731048"
"LinkedList 10000 insert","3274","7288895","128974848","118731048"
"LinkedList 10000 insert","3275","7290870","128974848","118731048"
"LinkedList 10000 insert","3276","7291660","128974848","118731048"
"LinkedList 10000 insert","3277","7292450","128974848","118731048"
"LinkedList 10000 insert","3278","7293240","128974848","118731048"
"LinkedList 10000 insert","3279","7294030","128974848","118731048"
"LinkedList 10000 insert","3280","7297191","128974848","118731048"
"LinkedList 10000 insert","3281","7297981","128974848","118731048"
"LinkedList 10000 insert","3282","7298771","128974848","118731048"
"LinkedList 10000 insert","3283","7299561","128974848","118731048"
"LinkedList 10000 insert","3284","7300746","128974848","118731048"
"LinkedList 10000 insert","3285","7301537","128974848","118731048"
"LinkedList 10000 insert","3286","7303907","128974848","118731048"
"LinkedList 10000 insert","3287","7304697","128974848","118731048"
"LinkedList 10000 insert","3288","7305882","128974848","118731048"
"LinkedList 10000 insert","3289","7306672","128974848","118731048"
"LinkedList 10000 insert","3290","7307463","128974848","118731048"
"LinkedList 10000 insert","3291","7309438","128974848","118731048"
"LinkedList 10000 insert","3292","7310228","128974848","118731048"
"LinkedList 10000 insert","3293","7311413","128974848","118731048"
"LinkedList 10000 insert","3294","7312203","128974848","118731048"
"LinkedList 10000 insert","3295","7312993","128974848","118731048"
"LinkedList 10000 insert","3296","7313783","128974848","118731048"
"LinkedList 10000 insert","3297","7316154","128974848","118731048"
"LinkedList 10000 insert","3298","7316944","128974848","118731048"
"LinkedList 10000 insert","3299","7318129","128974848","118731048"
"LinkedList 10000 insert","3300","7318919","128974848","118731048"
"LinkedList 10000 insert","3301","7319709","128974848","118731048"
"LinkedList 10000 insert","3302","7320500","128974848","118731048"
"LinkedList 10000 insert","3303","7322870","128974848","118731048"
"LinkedList 10000 insert","3304","7323660","128974848","118731048"
"LinkedList 10000 insert","3305","7324450","128974848","118731048"
"LinkedList 10000 insert","3306","7325635","128974848","118731048"
"LinkedList 10000 insert","3307","7326425","128974848","118731048"
"LinkedList 10000 insert","3308","7329981","128974848","118731048"
"LinkedList 10000 insert","3309","7331166","128974848","118731048"
"LinkedList 10000 insert","3310","7331956","128974848","118731048"
"LinkedList 10000 insert","3311","7332746","128974848","118731048"
"LinkedList 10000 insert","3312","7333537","128974848","118731048"
"LinkedList 10000 insert","3313","7334327","128974848","118731048"
"LinkedList 10000 insert","3314","7336697","128974848","118731048"
"LinkedList 10000 insert","3315","7337882","128974848","118731048"
"LinkedList 10000 insert","3316","7338672","128974848","118731048"
"LinkedList 10000 insert","3317","7339463","128974848","118731048"
"LinkedList 10000 insert","3318","7340253","128974848","118731048"
"LinkedList 10000 insert","3319","7342623","128974848","118731048"
"LinkedList 10000 insert","3320","7343413","128974848","118731048"
"LinkedList 10000 insert","3321","7344203","128974848","118731048"
"LinkedList 10000 insert","3322","7345388","128974848","118731048"
"LinkedList 10000 insert","3323","7346179","128974848","118731048"
"LinkedList 10000 insert","3324","7346969","128974848","118731048"
"LinkedList 10000 insert","3325","7349339","128974848","118731048"
"LinkedList 10000 insert","3326","7350129","128974848","118731048"
"LinkedList 10000 insert","3327","7351314","128974848","118731048"
"LinkedList 10000 insert","3328","7352105","128974848","118731048"
"LinkedList 10000 insert","3329","7352895","128974848","118731048"
"LinkedList 10000 insert","3330","7354870","128974848","118731048"
"LinkedList 10000 insert","3331","7356055","128974848","118731048"
"LinkedList 10000 insert","3332","7356845","128974848","118731048"
"LinkedList 10000 insert","3333","7357635","128974848","118731048"
"LinkedList 10000 insert","3334","7358426","128974848","118731048"
"LinkedList 10000 insert","3335","7359216","128974848","118731048"
"LinkedList 10000 insert","3336","7362376","128974848","118731048"
"LinkedList 10000 insert","3337","7363166","128974848","118731048"
"LinkedList 10000 insert","3338","7363956","128974848","118731048"
"LinkedList 10000 insert","3339","7364746","128974848","118731048"
"LinkedList 10000 insert","3340","7365537","128974848","118731048"
"LinkedList 10000 insert","3341","7366722","128974848","118731048"
"LinkedList 10000 insert","3342","7369882","128974848","118731048"
"LinkedList 10000 insert","3343","7370672","128974848","118731048"
"LinkedList 10000 insert","3344","7371858","128974848","118731048"
"LinkedList 10000 insert","3345","7372648","128974848","118731048"
"LinkedList 10000 insert","3346","7373438","128974848","118731048"
"LinkedList 10000 insert","3347","7376598","128974848","118731048"
"LinkedList 10000 insert","3348","7377388","128974848","118731048"
"LinkedList 10000 insert","3349","7378179","128974848","118731048"
"LinkedList 10000 insert","3350","7378969","128974848","118731048"
"LinkedList 10000 insert","3351","7380154","128974848","118731048"
"LinkedList 10000 insert","3352","7380944","128974848","118731048"
"LinkedList 10000 insert","3353","7382919","128974848","118731048"
"LinkedList 10000 insert","3354","7384105","128974848","118731048"
"LinkedList 10000 insert","3355","7384895","128974848","118731048"
"LinkedList 10000 insert","3356","7385685","128974848","118731048"
"LinkedList 10000 insert","3357","7386475","128974848","118731048"
"LinkedList 10000 insert","3358","7388845","128974848","118049480"
"LinkedList 10000 insert","3359","7390030","128974848","118049480"
"LinkedList 10000 insert","3360","7390821","128974848","118049480"
"LinkedList 10000 insert","3361","7391611","128974848","118049480"
"LinkedList 10000 insert","3362","7392401","128974848","118049480"
"LinkedList 10000 insert","3363","7393191","128974848","118049480"
"LinkedList 10000 insert","3364","7395561","128974848","118049480"
"LinkedList 10000 insert","3365","7396351","128974848","118049480"
"LinkedList 10000 insert","3366","7397142","128974848","118049480"
"LinkedList 10000 insert","3367","7397932","128974848","118049480"
"LinkedList 10000 insert","3368","7398722","128974848","118049480"
"LinkedList 10000 insert","3369","7401092","128974848","118049480"
"LinkedList 10000 insert","3370","7402277","128974848","118049480"
"LinkedList 10000 insert","3371","7403068","128974848","118049480"
"LinkedList 10000 insert","3372","7403858","128974848","118049480"
"LinkedList 10000 insert","3373","7404648","128974848","118049480"
"LinkedList 10000 insert","3374","7405438","128974848","118049480"
"LinkedList 10000 insert","3375","7408598","128974848","118049480"
"LinkedList 10000 insert","3376","7409784","128974848","118049480"
"LinkedList 10000 insert","3377","7410574","128974848","118049480"
"LinkedList 10000 insert","3378","7411364","128974848","118049480"
"LinkedList 10000 insert","3379","7412154","128974848","118049480"
"LinkedList 10000 insert","3380","7414524","128974848","118049480"
"LinkedList 10000 insert","3381","7415710","128974848","118049480"
"LinkedList 10000 insert","3382","7416500","128974848","118049480"
"LinkedList 10000 insert","3383","7417290","128974848","118049480"
"LinkedList 10000 insert","3384","7418080","128974848","118049480"
"LinkedList 10000 insert","3385","7418870","128974848","118049480"
"LinkedList 10000 insert","3386","7421635","128974848","118049480"
"LinkedList 10000 insert","3387","7422821","128974848","118049480"
"LinkedList 10000 insert","3388","7423611","128974848","118049480"
"LinkedList 10000 insert","3389","7424401","128974848","118049480"
"LinkedList 10000 insert","3390","7425191","128974848","118049480"
"LinkedList 10000 insert","3391","7425981","128974848","118049480"
"LinkedList 10000 insert","3392","7428351","128974848","118049480"
"LinkedList 10000 insert","3393","7429537","128974848","118049480"
"LinkedList 10000 insert","3394","7430327","128974848","118049480"
"LinkedList 10000 insert","3395","7431117","128974848","118049480"
"LinkedList 10000 insert","3396","7431907","128974848","118049480"
"LinkedList 10000 insert","3397","7434672","128974848","118049480"
"LinkedList 10000 insert","3398","7435858","128974848","118049480"
"LinkedList 10000 insert","3399","7436648","128974848","118049480"
"LinkedList 10000 insert","3400","7437438","128974848","118049480"
"LinkedList 10000 insert","3401","7438228","128974848","118049480"
"LinkedList 10000 insert","3402","7439018","128974848","118049480"
"LinkedList 10000 insert","3403","7441389","128974848","118049480"
"LinkedList 10000 insert","3404","7442179","128974848","118049480"
"LinkedList 10000 insert","3405","7442969","128974848","118049480"
"LinkedList 10000 insert","3406","7444154","128974848","118049480"
"LinkedList 10000 insert","3407","7444944","128974848","118049480"
"LinkedList 10000 insert","3408","7447314","128974848","118049480"
"LinkedList 10000 insert","3409","7448105","128974848","118049480"
"LinkedList 10000 insert","3410","7448895","128974848","118049480"
"LinkedList 10000 insert","3411","7449685","128974848","118049480"
"LinkedList 10000 insert","3412","7450870","128974848","118049480"
"LinkedList 10000 insert","3413","7451660","128974848","118049480"
"LinkedList 10000 insert","3414","7454426","128974848","118049480"
"LinkedList 10000 insert","3415","7455216","128974848","118049480"
"LinkedList 10000 insert","3416","7456006","128974848","118049480"
"LinkedList 10000 insert","3417","7456796","128974848","118049480"
"LinkedList 10000 insert","3418","7457586","128974848","118049480"
"LinkedList 10000 insert","3419","7459561","128974848","118049480"
"LinkedList 10000 insert","3420","7460747","128974848","118049480"
"LinkedList 10000 insert","3421","7461537","128974848","118049480"
"LinkedList 10000 insert","3422","7462327","128974848","118049480"
"LinkedList 10000 insert","3423","7463117","128974848","118049480"
"LinkedList 10000 insert","3424","7463907","128974848","118049480"
"LinkedList 10000 insert","3425","7466277","128974848","118049480"
"LinkedList 10000 insert","3426","7467068","128974848","118049480"
"LinkedList 10000 insert","3427","7467858","128974848","118049480"
"LinkedList 10000 insert","3428","7468648","128974848","118049480"
"LinkedList 10000 insert","3429","7469438","128974848","118049480"
"LinkedList 10000 insert","3430","7470228","128974848","118049480"
"LinkedList 10000 insert","3431","7472993","128974848","118049480"
"LinkedList 10000 insert","3432","7473784","128974848","118049480"
"LinkedList 10000 insert","3433","7474574","128974848","118049480"
"LinkedList 10000 insert","3434","7475364","128974848","118049480"
"LinkedList 10000 insert","3435","7476549","128974848","118049480"
"LinkedList 10000 insert","3436","7478524","128974848","118049480"
"LinkedList 10000 insert","3437","7479314","128974848","118049480"
"LinkedList 10000 insert","3438","7480105","128974848","118049480"
"LinkedList 10000 insert","3439","7480895","128974848","118049480"
"LinkedList 10000 insert","3440","7481685","128974848","118049480"
"LinkedList 10000 insert","3441","7482870","128974848","118049480"
"LinkedList 10000 insert","3442","7485240","128974848","118049480"
"LinkedList 10000 insert","3443","7486031","128974848","118049480"
"LinkedList 10000 insert","3444","7486821","128974848","118049480"
"LinkedList 10000 insert","3445","7487611","128974848","118049480"
"LinkedList 10000 insert","3446","7488401","128974848","118049480"
"LinkedList 10000 insert","3447","7490771","128974848","118049480"
"LinkedList 10000 insert","3448","7491561","128974848","118049480"
"LinkedList 10000 insert","3449","7492352","128974848","118049480"
"LinkedList 10000 insert","3450","7493142","128974848","118049480"
"LinkedList 10000 insert","3451","7493932","128974848","118049480"
"LinkedList 10000 insert","3452","7494722","128974848","118049480"
"LinkedList 10000 insert","3453","7497092","128974848","118049480"
"LinkedList 10000 insert","3454","7497882","128974848","118049480"
"LinkedList 10000 insert","3455","7498673","128974848","118049480"
"LinkedList 10000 insert","3456","7499463","128974848","118049480"
"LinkedList 10000 insert","3457","7500253","128974848","118049480"
"LinkedList 10000 insert","3458","7502623","128974848","118049480"
"LinkedList 10000 insert","3459","7503413","128974848","118049480"
"LinkedList 10000 insert","3460","7504994","128974848","118049480"
"LinkedList 10000 insert","3461","7505784","128974848","118049480"
"LinkedList 10000 insert","3462","7506574","128974848","118049480"
"LinkedList 10000 insert","3463","7507759","128974848","118049480"
"LinkedList 10000 insert","3464","7510129","128974848","118049480"
"LinkedList 10000 insert","3465","7510919","128974848","118049480"
"LinkedList 10000 insert","3466","7511710","128974848","118049480"
"LinkedList 10000 insert","3467","7512500","128974848","118049480"
"LinkedList 10000 insert","3468","7513685","128974848","118049480"
"LinkedList 10000 insert","3469","7514475","128974848","118049480"
"LinkedList 10000 insert","3470","7516845","128974848","118049480"
"LinkedList 10000 insert","3471","7517636","128974848","118049480"
"LinkedList 10000 insert","3472","7518426","128974848","118049480"
"LinkedList 10000 insert","3473","7519611","128974848","118049480"
"LinkedList 10000 insert","3474","7520401","128974848","118049480"
"LinkedList 10000 insert","3475","7522771","128974848","118049480"
"LinkedList 10000 insert","3476","7523561","128974848","118049480"
"LinkedList 10000 insert","3477","7524352","128974848","118049480"
"LinkedList 10000 insert","3478","7525537","128974848","118049480"
"LinkedList 10000 insert","3479","7526327","128974848","118049480"
"LinkedList 10000 insert","3480","7527117","128974848","118049480"
"LinkedList 10000 insert","3481","7529487","128974848","118049480"
"LinkedList 10000 insert","3482","7530277","128974848","118049480"
