"Test Case ID","UniqueId","TimeDifference","TotalMemory","FreeMemory"
"LinkedList 10000 insert","144","197926","128974848","120775776"
"LinkedList 10000 insert","145","202667","128974848","120775776"
"LinkedList 10000 insert","146","207408","128974848","120775776"
"LinkedList 10000 insert","147","212543","128974848","120775776"
"LinkedList 10000 insert","148","220445","128974848","120775776"
"LinkedList 10000 insert","149","225975","128974848","120775776"
"LinkedList 10000 insert","150","231111","128974848","120775776"
"LinkedList 10000 insert","151","235852","128974848","120775776"
"LinkedList 10000 insert","152","240593","128974848","120775776"
"LinkedList 10000 insert","153","244938","128974848","120775776"
"LinkedList 10000 insert","154","252050","128974848","120775776"
"LinkedList 10000 insert","155","256790","128974848","120775776"
"LinkedList 10000 insert","156","261531","128974848","120775776"
"LinkedList 10000 insert","157","266667","128974848","120775776"
"LinkedList 10000 insert","158","271408","128974848","120775776"
"LinkedList 10000 insert","159","278124","128974848","120775776"
"LinkedList 10000 insert","160","283259","128974848","120775776"
"LinkedList 10000 insert","161","288395","128974848","120775776"
"LinkedList 10000 insert","162","293926","128974848","120775776"
"LinkedList 10000 insert","163","304593","128974848","120775776"
"LinkedList 10000 insert","164","314074","128974848","120775776"
"LinkedList 10000 insert","165","319605","128974848","120775776"
"LinkedList 10000 insert","166","324741","128974848","120775776"
"LinkedList 10000 insert","167","329877","128974848","120775776"
"LinkedList 10000 insert","168","334617","128974848","120775776"
"LinkedList 10000 insert","169","341729","128974848","120775776"
"LinkedList 10000 insert","170","346864","128974848","120775776"
"LinkedList 10000 insert","171","368988","128974848","120775776"
"LinkedList 10000 insert","172","374519","128974848","120775776"
"LinkedList 10000 insert","173","391506","128974848","120775776"
"LinkedList 10000 insert","174","397037","128974848","120775776"
"LinkedList 10000 insert","175","404543","128974848","120775776"
"LinkedList 10000 insert","176","408889","128974848","120775776"
"LinkedList 10000 insert","177","413235","128974848","120775776"
"LinkedList 10000 insert","178","418371","128974848","120775776"
"LinkedList 10000 insert","179","423111","128974848","120775776"
"LinkedList 10000 insert","180","427852","128974848","120775776"
"LinkedList 10000 insert","181","434963","128974848","120775776"
"LinkedList 10000 insert","182","440494","128974848","120775776"
"LinkedList 10000 insert","183","445630","128974848","120775776"
"LinkedList 10000 insert","184","450766","128974848","120775776"
"LinkedList 10000 insert","185","455902","128974848","120775776"
"LinkedList 10000 insert","186","463803","128974848","120775776"
"LinkedList 10000 insert","187","468544","128974848","120775776"
"LinkedList 10000 insert","188","474074","128974848","120775776"
"LinkedList 10000 insert","189","479210","128974848","120775776"
"LinkedList 10000 insert","190","484741","128974848","120775776"
"LinkedList 10000 insert","191","489877","128974848","120775776"
"LinkedList 10000 insert","192","497383","128974848","120775776"
"LinkedList 10000 insert","193","502519","128974848","120775776"
"LinkedList 10000 insert","194","507655","128974848","120775776"
"LinkedList 10000 insert","195","512790","128974848","120775776"
"LinkedList 10000 insert","196","517926","128974848","120775776"
"LinkedList 10000 insert","197","525432","128974848","120775776"
"LinkedList 10000 insert","198","530568","128974848","120775776"
"LinkedList 10000 insert","199","536099","128974848","120775776"
"LinkedList 10000 insert","200","541630","128974848","120775776"
"LinkedList 10000 insert","201","546766","128974848","120775776"
"LinkedList 10000 insert","202","551902","128974848","120775776"
"LinkedList 10000 insert","203","559408","128974848","120775776"
"LinkedList 10000 insert","204","564939","128974848","120775776"
"LinkedList 10000 insert","205","570470","128974848","120775776"
"LinkedList 10000 insert","206","575605","128974848","120775776"
"LinkedList 10000 insert","207","580346","128974848","120775776"
"LinkedList 10000 insert","208","590618","128974848","120775776"
"LinkedList 10000 insert","209","598124","128974848","120775776"
"LinkedList 10000 insert","210","603260","128974848","120775776"
"LinkedList 10000 insert","211","608395","128974848","120775776"
"LinkedList 10000 insert","212","615902","128974848","120775776"
"LinkedList 10000 insert","213","621037","128974848","120775776"
"LinkedList 10000 insert","214","628939","128974848","120775776"
"LinkedList 10000 insert","215","634470","128974848","120775776"
"LinkedList 10000 insert","216","639605","128974848","120775776"
"LinkedList 10000 insert","217","644346","128974848","120775776"
"LinkedList 10000 insert","218","649482","128974848","120775776"
"LinkedList 10000 insert","219","654618","128974848","120775776"
"LinkedList 10000 insert","220","662124","128974848","120775776"
"LinkedList 10000 insert","221","667260","128974848","120775776"
"LinkedList 10000 insert","222","672791","128974848","120775776"
"LinkedList 10000 insert","223","677926","128974848","120775776"
"LinkedList 10000 insert","224","683062","128974848","120775776"
"LinkedList 10000 insert","225","688593","128974848","120775776"
"LinkedList 10000 insert","226","696099","128974848","120775776"
"LinkedList 10000 insert","227","711507","128974848","120775776"
"LinkedList 10000 insert","228","717038","128974848","120775776"
"LinkedList 10000 insert","229","721778","128974848","120775776"
"LinkedList 10000 insert","230","726519","128974848","120775776"
"LinkedList 10000 insert","231","734025","128974848","120775776"
"LinkedList 10000 insert","232","739161","128974848","120775776"
"LinkedList 10000 insert","233","745482","128974848","120775776"
"LinkedList 10000 insert","234","751013","128974848","120775776"
"LinkedList 10000 insert","235","755754","128974848","120775776"
"LinkedList 10000 insert","236","760099","128974848","120775776"
"LinkedList 10000 insert","237","767605","128974848","120775776"
"LinkedList 10000 insert","238","772741","128974848","120775776"
"LinkedList 10000 insert","239","777877","128974848","120775776"
"LinkedList 10000 insert","240","783408","128974848","120775776"
"LinkedList 10000 insert","241","788939","128974848","120775776"
"LinkedList 10000 insert","242","794865","128974848","120775776"
"LinkedList 10000 insert","243","800396","128974848","120775776"
"LinkedList 10000 insert","244","805136","128974848","120775776"
"LinkedList 10000 insert","245","811062","128974848","120775776"
"LinkedList 10000 insert","246","817778","128974848","120775776"
"LinkedList 10000 insert","247","822914","128974848","120775776"
"LinkedList 10000 insert","248","827260","128974848","120775776"
"LinkedList 10000 insert","249","831210","128974848","120775776"
"LinkedList 10000 insert","250","834766","128974848","120775776"
"LinkedList 10000 insert","251","838322","128974848","120775776"
"LinkedList 10000 insert","252","844643","128974848","120775776"
"LinkedList 10000 insert","253","851754","128974848","120775776"
"LinkedList 10000 insert","254","855309","128974848","120775776"
"LinkedList 10000 insert","255","858865","128974848","120775776"
"LinkedList 10000 insert","256","864791","128974848","120775776"
"LinkedList 10000 insert","257","871507","128974848","120775776"
"LinkedList 10000 insert","258","876643","128974848","120775776"
"LinkedList 10000 insert","259","880198","128974848","120775776"
"LinkedList 10000 insert","260","883754","128974848","120775776"
"LinkedList 10000 insert","261","887309","128974848","120775776"
"LinkedList 10000 insert","262","891260","128974848","120775776"
"LinkedList 10000 insert","263","896791","128974848","120775776"
"LinkedList 10000 insert","264","900346","128974848","120775776"
"LinkedList 10000 insert","265","904297","128974848","120775776"
"LinkedList 10000 insert","266","907853","128974848","120775776"
"LinkedList 10000 insert","267","911408","128974848","120775776"
"LinkedList 10000 insert","268","915359","128974848","120775776"
"LinkedList 10000 insert","269","920890","128974848","120775776"
"LinkedList 10000 insert","270","924840","128974848","120775776"
"LinkedList 10000 insert","271","928791","128974848","120775776"
"LinkedList 10000 insert","272","932346","128974848","120775776"
"LinkedList 10000 insert","273","935902","128974848","120775776"
"LinkedList 10000 insert","274","941038","128974848","120775776"
"LinkedList 10000 insert","275","944988","128974848","120775776"
"LinkedList 10000 insert","276","948544","128974848","120775776"
"LinkedList 10000 insert","277","952099","128974848","120775776"
"LinkedList 10000 insert","278","956050","128974848","120775776"
"LinkedList 10000 insert","279","959211","128974848","120775776"
"LinkedList 10000 insert","280","964741","128974848","120775776"
"LinkedList 10000 insert","281","968692","128974848","120775776"
"LinkedList 10000 insert","282","972248","128974848","120775776"
"LinkedList 10000 insert","283","975803","128974848","120775776"
"LinkedList 10000 insert","284","981729","128974848","120775776"
"LinkedList 10000 insert","285","986865","128974848","120775776"
"LinkedList 10000 insert","286","990420","128974848","120775776"
"LinkedList 10000 insert","287","993976","128974848","120775776"
"LinkedList 10000 insert","288","997532","128974848","120775776"
"LinkedList 10000 insert","289","1001087","128974848","120775776"
"LinkedList 10000 insert","290","1005038","128974848","120775776"
"LinkedList 10000 insert","291","1011754","128974848","120775776"
"LinkedList 10000 insert","292","1015704","128974848","120775776"
"LinkedList 10000 insert","293","1019655","128974848","120775776"
"LinkedList 10000 insert","294","1023211","128974848","120775776"
"LinkedList 10000 insert","295","1026766","128974848","120775776"
"LinkedList 10000 insert","296","1030717","128974848","120775776"
"LinkedList 10000 insert","297","1036248","128974848","120775776"
"LinkedList 10000 insert","298","1040198","128974848","120775776"
"LinkedList 10000 insert","299","1044544","128974848","120775776"
"LinkedList 10000 insert","300","1048495","128974848","120775776"
"LinkedList 10000 insert","301","1052445","128974848","120775776"
"LinkedList 10000 insert","302","1058766","128974848","120775776"
"LinkedList 10000 insert","303","1062717","128974848","120775776"
"LinkedList 10000 insert","304","1066667","128974848","120775776"
"LinkedList 10000 insert","305","1070223","128974848","120775776"
"LinkedList 10000 insert","306","1074174","128974848","120775776"
"LinkedList 10000 insert","307","1078124","128974848","120775776"
"LinkedList 10000 insert","308","1083655","128974848","120775776"
"LinkedList 10000 insert","309","1087211","128974848","120775776"
"LinkedList 10000 insert","310","1091161","128974848","120775776"
"LinkedList 10000 insert","311","1094717","128974848","120775776"
"LinkedList 10000 insert","312","1098272","128974848","120775776"
"LinkedList 10000 insert","313","1102223","128974848","120775776"
"LinkedList 10000 insert","314","1107359","128974848","120775776"
"LinkedList 10000 insert","315","1111309","128974848","120775776"
"LinkedList 10000 insert","316","1114865","128974848","120775776"
"LinkedList 10000 insert","317","1119211","128974848","120775776"
"LinkedList 10000 insert","318","1122766","128974848","120775776"
"LinkedList 10000 insert","319","1131458","128974848","120775776"
"LinkedList 10000 insert","320","1135408","128974848","120775776"
"LinkedList 10000 insert","321","1139359","128974848","120775776"
"LinkedList 10000 insert","322","1142914","128974848","120775776"
"LinkedList 10000 insert","323","1146865","128974848","120775776"
"LinkedList 10000 insert","324","1150026","128974848","120775776"
"LinkedList 10000 insert","325","1155951","128974848","120775776"
"LinkedList 10000 insert","326","1159902","128974848","120775776"
"LinkedList 10000 insert","327","1163458","128974848","120775776"
"LinkedList 10000 insert","328","1167408","128974848","120775776"
"LinkedList 10000 insert","329","1171359","128974848","120775776"
"LinkedList 10000 insert","330","1176890","128974848","120775776"
"LinkedList 10000 insert","331","1180840","128974848","120775776"
"LinkedList 10000 insert","332","1184791","128974848","120775776"
"LinkedList 10000 insert","333","1188347","128974848","120775776"
"LinkedList 10000 insert","334","1192297","128974848","120775776"
"LinkedList 10000 insert","335","1195458","128974848","120775776"
"LinkedList 10000 insert","336","1208495","128974848","120775776"
"LinkedList 10000 insert","337","1212050","128974848","120775776"
"LinkedList 10000 insert","338","1215606","128974848","120775776"
"LinkedList 10000 insert","339","1219556","128974848","120775776"
"LinkedList 10000 insert","340","1224692","128974848","120775776"
"LinkedList 10000 insert","341","1228248","128974848","120775776"
"LinkedList 10000 insert","342","1236149","128974848","120775776"
"LinkedList 10000 insert","343","1239705","128974848","120775776"
"LinkedList 10000 insert","344","1242470","128974848","120775776"
"LinkedList 10000 insert","345","1246026","128974848","120775776"
"LinkedList 10000 insert","346","1249186","128974848","120775776"
"LinkedList 10000 insert","347","1254717","128974848","120775776"
"LinkedList 10000 insert","348","1257877","128974848","120775776"
"LinkedList 10000 insert","349","1261038","128974848","120775776"
"LinkedList 10000 insert","350","1263803","128974848","120775776"
"LinkedList 10000 insert","351","1266964","128974848","120775776"
"LinkedList 10000 insert","352","1270124","128974848","120775776"
"LinkedList 10000 insert","353","1275655","128974848","120775776"
"LinkedList 10000 insert","354","1278421","128974848","120775776"
"LinkedList 10000 insert","355","1282371","128974848","120775776"
"LinkedList 10000 insert","356","1285532","128974848","120775776"
"LinkedList 10000 insert","357","1288297","128974848","120775776"
"LinkedList 10000 insert","358","1291458","128974848","120775776"
"LinkedList 10000 insert","359","1296594","128974848","120775776"
"LinkedList 10000 insert","360","1300149","128974848","120775776"
"LinkedList 10000 insert","361","1303310","128974848","120775776"
"LinkedList 10000 insert","362","1306075","128974848","120775776"
"LinkedList 10000 insert","363","1309236","128974848","120775776"
"LinkedList 10000 insert","364","1314371","128974848","120775776"
"LinkedList 10000 insert","365","1317532","128974848","120775776"
"LinkedList 10000 insert","366","1320692","128974848","120775776"
"LinkedList 10000 insert","367","1327408","128974848","120775776"
"LinkedList 10000 insert","368","1330964","128974848","120775776"
"LinkedList 10000 insert","369","1334124","128974848","120775776"
"LinkedList 10000 insert","370","1336890","128974848","120775776"
"LinkedList 10000 insert","371","1339655","128974848","120775776"
"LinkedList 10000 insert","372","1344791","128974848","120775776"
"LinkedList 10000 insert","373","1347557","128974848","120775776"
"LinkedList 10000 insert","374","1350322","128974848","120775776"
"LinkedList 10000 insert","375","1353482","128974848","120775776"
"LinkedList 10000 insert","376","1356643","128974848","120775776"
"LinkedList 10000 insert","377","1359408","128974848","120775776"
"LinkedList 10000 insert","378","1365729","128974848","120775776"
"LinkedList 10000 insert","379","1368890","128974848","120775776"
"LinkedList 10000 insert","380","1371655","128974848","120775776"
"LinkedList 10000 insert","381","1388248","128974848","120775776"
"LinkedList 10000 insert","382","1391804","128974848","120775776"
"LinkedList 10000 insert","383","1394964","128974848","120775776"
"LinkedList 10000 insert","384","1435655","128974848","120775776"
"LinkedList 10000 insert","385","1462520","128974848","120775776"
"LinkedList 10000 insert","386","1473581","128974848","120775776"
"LinkedList 10000 insert","387","1477137","128974848","120775776"
"LinkedList 10000 insert","388","1480297","128974848","120775776"
"LinkedList 10000 insert","389","1485828","128974848","120775776"
"LinkedList 10000 insert","390","1488989","128974848","120775776"
"LinkedList 10000 insert","391","1492149","128974848","120775776"
"LinkedList 10000 insert","392","1495310","128974848","120775776"
"LinkedList 10000 insert","393","1498470","128974848","120775776"
"LinkedList 10000 insert","394","1501236","128974848","120775776"
"LinkedList 10000 insert","395","1507557","128974848","120775776"
"LinkedList 10000 insert","396","1510717","128974848","120775776"
"LinkedList 10000 insert","397","1513878","128974848","120775776"
"LinkedList 10000 insert","398","1517038","128974848","120775776"
"LinkedList 10000 insert","399","1520199","128974848","120775776"
"LinkedList 10000 insert","400","1523359","128974848","120775776"
"LinkedList 10000 insert","401","1528495","128974848","120775776"
"LinkedList 10000 insert","402","1531655","128974848","120775776"
"LinkedList 10000 insert","403","1534816","128974848","120775776"
"LinkedList 10000 insert","404","1537581","128974848","120775776"
"LinkedList 10000 insert","405","1540742","128974848","120775776"
"LinkedList 10000 insert","406","1546668","128974848","120775776"
"LinkedList 10000 insert","407","1549828","128974848","120775776"
"LinkedList 10000 insert","408","1552989","128974848","120775776"
"LinkedList 10000 insert","409","1556149","128974848","120775776"
"LinkedList 10000 insert","410","1558915","128974848","120775776"
"LinkedList 10000 insert","411","1562075","128974848","120775776"
"LinkedList 10000 insert","412","1567606","128974848","120775776"
"LinkedList 10000 insert","413","1570767","128974848","120775776"
"LinkedList 10000 insert","414","1573532","128974848","120775776"
"LinkedList 10000 insert","415","1576693","128974848","120775776"
"LinkedList 10000 insert","416","1579458","128974848","120775776"
"LinkedList 10000 insert","417","1584199","128974848","120775776"
"LinkedList 10000 insert","418","1587359","128974848","120775776"
"LinkedList 10000 insert","419","1590125","128974848","120775776"
"LinkedList 10000 insert","420","1593285","128974848","120775776"
"LinkedList 10000 insert","421","1596446","128974848","120775776"
"LinkedList 10000 insert","422","1599606","128974848","120775776"
"LinkedList 10000 insert","423","1603952","128974848","120775776"
"LinkedList 10000 insert","424","1607112","128974848","120775776"
"LinkedList 10000 insert","425","1609878","128974848","120775776"
"LinkedList 10000 insert","426","1612643","128974848","120775776"
"LinkedList 10000 insert","427","1616989","128974848","120775776"
"LinkedList 10000 insert","428","1620149","128974848","120775776"
"LinkedList 10000 insert","429","1624890","128974848","120775776"
"LinkedList 10000 insert","430","1627656","128974848","120775776"
"LinkedList 10000 insert","431","1633186","128974848","120775776"
"LinkedList 10000 insert","432","1636347","128974848","120775776"
"LinkedList 10000 insert","433","1639112","128974848","120775776"
"LinkedList 10000 insert","434","1646223","128974848","120775776"
"LinkedList 10000 insert","435","1649384","128974848","120775776"
"LinkedList 10000 insert","436","1652149","128974848","120775776"
"LinkedList 10000 insert","437","1655705","128974848","120775776"
"LinkedList 10000 insert","438","1658865","128974848","120775776"
"LinkedList 10000 insert","439","1661631","128974848","120775776"
"LinkedList 10000 insert","440","1666372","128974848","120775776"
"LinkedList 10000 insert","441","1672298","128974848","120775776"
"LinkedList 10000 insert","442","1675458","128974848","120775776"
"LinkedList 10000 insert","443","1678619","128974848","120775776"
"LinkedList 10000 insert","444","1681384","128974848","120775776"
"LinkedList 10000 insert","445","1684940","128974848","120775776"
"LinkedList 10000 insert","446","1690075","128974848","120775776"
"LinkedList 10000 insert","447","1693236","128974848","120775776"
"LinkedList 10000 insert","448","1696001","128974848","120775776"
"LinkedList 10000 insert","449","1699162","128974848","120775776"
"LinkedList 10000 insert","450","1704298","128974848","120775776"
"LinkedList 10000 insert","451","1709433","128974848","120775776"
"LinkedList 10000 insert","452","1712594","128974848","120775776"
"LinkedList 10000 insert","453","1715754","128974848","120775776"
"LinkedList 10000 insert","454","1718915","128974848","120775776"
"LinkedList 10000 insert","455","1722075","128974848","120775776"
"LinkedList 10000 insert","456","1725236","128974848","120775776"
"LinkedList 10000 insert","457","1730767","128974848","120775776"
"LinkedList 10000 insert","458","1733532","128974848","120775776"
"LinkedList 10000 insert","459","1736693","128974848","120775776"
"LinkedList 10000 insert","460","1739458","128974848","120775776"
"LinkedList 10000 insert","461","1742619","128974848","120775776"
"LinkedList 10000 insert","462","1747359","128974848","120775776"
"LinkedList 10000 insert","463","1750520","128974848","120775776"
"LinkedList 10000 insert","464","1754470","128974848","120775776"
"LinkedList 10000 insert","465","1757631","128974848","120775776"
"LinkedList 10000 insert","466","1760396","128974848","120775776"
"LinkedList 10000 insert","467","1763557","128974848","120775776"
"LinkedList 10000 insert","468","1768298","128974848","120775776"
"LinkedList 10000 insert","469","1771458","128974848","120775776"
"LinkedList 10000 insert","470","1775014","128974848","120775776"
"LinkedList 10000 insert","471","1778174","128974848","120775776"
"LinkedList 10000 insert","472","1781335","128974848","120775776"
"LinkedList 10000 insert","473","1784100","128974848","120775776"
"LinkedList 10000 insert","474","1788841","128974848","120775776"
"LinkedList 10000 insert","475","1792396","128974848","120775776"
"LinkedList 10000 insert","476","1795557","128974848","120775776"
"LinkedList 10000 insert","477","1798717","128974848","120775776"
"LinkedList 10000 insert","478","1801878","128974848","120775776"
"LinkedList 10000 insert","479","1806619","128974848","120775776"
"LinkedList 10000 insert","480","1809779","128974848","120775776"
"LinkedList 10000 insert","481","1814520","128974848","120775776"
"LinkedList 10000 insert","482","1817680","128974848","120775776"
"LinkedList 10000 insert","483","1820841","128974848","120775776"
"LinkedList 10000 insert","484","1824001","128974848","120775776"
"LinkedList 10000 insert","485","1831508","128974848","120775776"
"LinkedList 10000 insert","486","1834668","128974848","120775776"
"LinkedList 10000 insert","487","1837829","128974848","120775776"
"LinkedList 10000 insert","488","1840989","128974848","120775776"
"LinkedList 10000 insert","489","1846125","128974848","120775776"
"LinkedList 10000 insert","490","1849285","128974848","120775776"
"LinkedList 10000 insert","491","1854026","128974848","120775776"
"LinkedList 10000 insert","492","1857582","128974848","120775776"
"LinkedList 10000 insert","493","1860347","128974848","120775776"
"LinkedList 10000 insert","494","1863508","128974848","120775776"
"LinkedList 10000 insert","495","1866668","128974848","120775776"
"LinkedList 10000 insert","496","1871409","128974848","120775776"
"LinkedList 10000 insert","497","1874569","128974848","120775776"
"LinkedList 10000 insert","498","1877335","128974848","120775776"
"LinkedList 10000 insert","499","1880495","128974848","120775776"
"LinkedList 10000 insert","500","1884051","128974848","120775776"
"LinkedList 10000 insert","501","1887211","128974848","120775776"
"LinkedList 10000 insert","502","1892742","128974848","120775776"
"LinkedList 10000 insert","503","1895903","128974848","120775776"
"LinkedList 10000 insert","504","1899063","128974848","120775776"
"LinkedList 10000 insert","505","1902224","128974848","120775776"
"LinkedList 10000 insert","506","1905384","128974848","120775776"
"LinkedList 10000 insert","507","1910915","128974848","120775776"
"LinkedList 10000 insert","508","1914076","128974848","120775776"
"LinkedList 10000 insert","509","1917631","128974848","120775776"
