Test Case ID,CaseCounter,TimeDifference,TotalMemory,FreeMemory
DeepCopyAndAddIn100,0,0,8474939392,1645375488
DeepCopyAndAddIn100,25,1157400,8474939392,1645375488,
DeepCopyAndAddIn100,0,0,8474939392,1645375488
DeepCopyAndAddIn100,50,36900,8474939392,1645375488,
DeepCopyAndAddIn100,0,0,8474939392,1645375488
DeepCopyAndAddIn100,75,41500,8474939392,1645375488,
DeepCopyAndAddIn100,0,0,8474939392,1645367296
DeepCopyAndAddIn100,100,41400,8474939392,1645367296,
Remove elements in 100,0,0,8474939392,1645223936
Remove elements in 100,25,90300,8474939392,1645223936,
Remove elements in 100,50,93600,8474939392,1645223936,
Remove elements in 100,75,95900,8474939392,1645223936,
Remove elements in 100,100,97800,8474939392,1645223936,
LinkedList 10000 insert,0,0,8474939392,1645223936
LinkedList 10000 insert,1,2000,8474939392,1645223936,
LinkedList 10000 insert,2,3000,8474939392,1645223936,
LinkedList 10000 insert,3,3900,8474939392,1645223936,
LinkedList 10000 insert,4,4700,8474939392,1645223936,
LinkedList 10000 insert,5,5600,8474939392,1645223936,
LinkedList 10000 insert,6,6500,8474939392,1645223936,
LinkedList 10000 insert,7,7600,8474939392,1645223936,
LinkedList 10000 insert,8,8400,8474939392,1645223936,
LinkedList 10000 insert,9,9300,8474939392,1645223936,
LinkedList 10000 insert,10,10100,8474939392,1645223936,
LinkedList 10000 insert,11,11000,8474939392,1645223936,
LinkedList 10000 insert,12,11800,8474939392,1645223936,
LinkedList 10000 insert,13,12600,8474939392,1645223936,
LinkedList 10000 insert,14,13500,8474939392,1645223936,
LinkedList 10000 insert,15,14300,8474939392,1645223936,
LinkedList 10000 insert,16,15100,8474939392,1645223936,
LinkedList 10000 insert,17,16000,8474939392,1645223936,
LinkedList 10000 insert,18,16800,8474939392,1645223936,
LinkedList 10000 insert,19,17600,8474939392,1645223936,
LinkedList 10000 insert,20,18700,8474939392,1645223936,
LinkedList 10000 insert,21,19500,8474939392,1645223936,
LinkedList 10000 insert,22,20300,8474939392,1645223936,
LinkedList 10000 insert,23,21200,8474939392,1645223936,
LinkedList 10000 insert,24,22000,8474939392,1645223936,
LinkedList 10000 insert,25,22900,8474939392,1645223936,
LinkedList 10000 insert,26,23700,8474939392,1645223936,
LinkedList 10000 insert,27,24700,8474939392,1645223936,
LinkedList 10000 insert,28,25600,8474939392,1645223936,
LinkedList 10000 insert,29,26400,8474939392,1645223936,
LinkedList 10000 insert,30,27200,8474939392,1645223936,
LinkedList 10000 insert,31,28000,8474939392,1645223936,
LinkedList 10000 insert,32,28900,8474939392,1645223936,
LinkedList 10000 insert,33,29700,8474939392,1645223936,
LinkedList 10000 insert,34,30500,8474939392,1645223936,
LinkedList 10000 insert,35,31400,8474939392,1645223936,
LinkedList 10000 insert,36,32200,8474939392,1645223936,
LinkedList 10000 insert,37,33000,8474939392,1645223936,
LinkedList 10000 insert,38,33900,8474939392,1645223936,
LinkedList 10000 insert,39,34700,8474939392,1645223936,
LinkedList 10000 insert,40,35800,8474939392,1645223936,
LinkedList 10000 insert,41,36600,8474939392,1645223936,
LinkedList 10000 insert,42,37400,8474939392,1645223936,
LinkedList 10000 insert,43,38300,8474939392,1645223936,
LinkedList 10000 insert,44,39100,8474939392,1645223936,
LinkedList 10000 insert,45,39900,8474939392,1645223936,
LinkedList 10000 insert,46,40800,8474939392,1645223936,
LinkedList 10000 insert,47,41600,8474939392,1645223936,
LinkedList 10000 insert,48,42400,8474939392,1645223936,
LinkedList 10000 insert,49,43300,8474939392,1645223936,
LinkedList 10000 insert,50,44100,8474939392,1645223936,
LinkedList 10000 insert,51,44900,8474939392,1645223936,
LinkedList 10000 insert,52,45800,8474939392,1645223936,
LinkedList 10000 insert,53,47600,8474939392,1645223936,
LinkedList 10000 insert,54,48400,8474939392,1645223936,
LinkedList 10000 insert,55,49300,8474939392,1645223936,
LinkedList 10000 insert,56,50100,8474939392,1645223936,
LinkedList 10000 insert,57,51000,8474939392,1645223936,
LinkedList 10000 insert,58,52000,8474939392,1645223936,
LinkedList 10000 insert,59,52800,8474939392,1645223936,
LinkedList 10000 insert,60,53700,8474939392,1645223936,
LinkedList 10000 insert,61,54500,8474939392,1645223936,
LinkedList 10000 insert,62,55300,8474939392,1645223936,
LinkedList 10000 insert,63,56200,8474939392,1645223936,
LinkedList 10000 insert,64,57000,8474939392,1645223936,
LinkedList 10000 insert,65,57800,8474939392,1645223936,
LinkedList 10000 insert,66,58800,8474939392,1645223936,
LinkedList 10000 insert,67,59700,8474939392,1645223936,
LinkedList 10000 insert,68,60500,8474939392,1645223936,
LinkedList 10000 insert,69,61300,8474939392,1645223936,
LinkedList 10000 insert,70,62200,8474939392,1645223936,
LinkedList 10000 insert,71,63000,8474939392,1645223936,
LinkedList 10000 insert,72,63800,8474939392,1645223936,
LinkedList 10000 insert,73,64700,8474939392,1645223936,
LinkedList 10000 insert,74,65500,8474939392,1645223936,
LinkedList 10000 insert,75,66300,8474939392,1645223936,
LinkedList 10000 insert,76,67200,8474939392,1645223936,
LinkedList 10000 insert,77,68000,8474939392,1645223936,
LinkedList 10000 insert,78,68800,8474939392,1645223936,
LinkedList 10000 insert,79,69700,8474939392,1645223936,
LinkedList 10000 insert,80,70600,8474939392,1645223936,
LinkedList 10000 insert,81,71500,8474939392,1645223936,
LinkedList 10000 insert,82,72300,8474939392,1645223936,
LinkedList 10000 insert,83,73100,8474939392,1645223936,
LinkedList 10000 insert,84,74000,8474939392,1645223936,
LinkedList 10000 insert,85,74800,8474939392,1645223936,
LinkedList 10000 insert,86,75600,8474939392,1645223936,
LinkedList 10000 insert,87,76500,8474939392,1645223936,
LinkedList 10000 insert,88,77300,8474939392,1645223936,
LinkedList 10000 insert,89,78100,8474939392,1645223936,
LinkedList 10000 insert,90,79000,8474939392,1645223936,
LinkedList 10000 insert,91,79800,8474939392,1645223936,
LinkedList 10000 insert,92,80600,8474939392,1645223936,
LinkedList 10000 insert,93,81600,8474939392,1645223936,
LinkedList 10000 insert,94,82500,8474939392,1645223936,
LinkedList 10000 insert,95,83300,8474939392,1645223936,
LinkedList 10000 insert,96,84100,8474939392,1645223936,
LinkedList 10000 insert,97,85000,8474939392,1645223936,
LinkedList 10000 insert,98,85800,8474939392,1645223936,
LinkedList 10000 insert,99,86600,8474939392,1645223936,
LinkedList 10000 insert,100,87500,8474939392,1645223936,
LinkedList 10000 insert,101,88300,8474939392,1645223936,
LinkedList 10000 insert,102,89200,8474939392,1645223936,
LinkedList 10000 insert,103,90000,8474939392,1645223936,
LinkedList 10000 insert,104,90800,8474939392,1645223936,
LinkedList 10000 insert,105,91700,8474939392,1645223936,
LinkedList 10000 insert,106,92700,8474939392,1645223936,
LinkedList 10000 insert,107,93500,8474939392,1645223936,
LinkedList 10000 insert,108,94400,8474939392,1645223936,
LinkedList 10000 insert,109,95200,8474939392,1645223936,
LinkedList 10000 insert,110,96000,8474939392,1645223936,
LinkedList 10000 insert,111,96900,8474939392,1645223936,
LinkedList 10000 insert,112,97700,8474939392,1645223936,
LinkedList 10000 insert,113,98500,8474939392,1645223936,
LinkedList 10000 insert,114,99400,8474939392,1645223936,
LinkedList 10000 insert,115,100200,8474939392,1645223936,
LinkedList 10000 insert,116,101000,8474939392,1645223936,
LinkedList 10000 insert,117,101900,8474939392,1645223936,
LinkedList 10000 insert,118,102900,8474939392,1645223936,
LinkedList 10000 insert,119,103700,8474939392,1645223936,
LinkedList 10000 insert,120,104600,8474939392,1645223936,
LinkedList 10000 insert,121,105400,8474939392,1645223936,
LinkedList 10000 insert,122,106200,8474939392,1645223936,
LinkedList 10000 insert,123,110300,8474939392,1645223936,
LinkedList 10000 insert,124,111100,8474939392,1645223936,
LinkedList 10000 insert,125,112300,8474939392,1645223936,
LinkedList 10000 insert,126,117300,8474939392,1645223936,
LinkedList 10000 insert,127,118200,8474939392,1645223936,
LinkedList 10000 insert,128,119100,8474939392,1645223936,
LinkedList 10000 insert,129,120000,8474939392,1645223936,
LinkedList 10000 insert,130,120900,8474939392,1645223936,
LinkedList 10000 insert,131,121800,8474939392,1645223936,
LinkedList 10000 insert,132,122700,8474939392,1645223936,
LinkedList 10000 insert,133,123600,8474939392,1645223936,
LinkedList 10000 insert,134,124500,8474939392,1645223936,
LinkedList 10000 insert,135,126100,8474939392,1645223936,
LinkedList 10000 insert,136,127000,8474939392,1645223936,
LinkedList 10000 insert,137,127900,8474939392,1645223936,
LinkedList 10000 insert,138,128800,8474939392,1645223936,
LinkedList 10000 insert,139,129800,8474939392,1645223936,
LinkedList 10000 insert,140,130700,8474939392,1645223936,
LinkedList 10000 insert,141,131600,8474939392,1645223936,
LinkedList 10000 insert,142,132500,8474939392,1645223936,
LinkedList 10000 insert,143,136500,8474939392,1645223936,
LinkedList 10000 insert,144,137300,8474939392,1645223936,
LinkedList 10000 insert,145,138200,8474939392,1645223936,
LinkedList 10000 insert,146,139100,8474939392,1645223936,
LinkedList 10000 insert,147,139900,8474939392,1645223936,
LinkedList 10000 insert,148,140800,8474939392,1645223936,
LinkedList 10000 insert,149,141600,8474939392,1645223936,
LinkedList 10000 insert,150,142500,8474939392,1645223936,
LinkedList 10000 insert,151,143400,8474939392,1645223936,
LinkedList 10000 insert,152,144400,8474939392,1645223936,
LinkedList 10000 insert,153,145300,8474939392,1645223936,
LinkedList 10000 insert,154,146200,8474939392,1645223936,
LinkedList 10000 insert,155,147000,8474939392,1645223936,
LinkedList 10000 insert,156,147900,8474939392,1645223936,
LinkedList 10000 insert,157,148800,8474939392,1645223936,
LinkedList 10000 insert,158,149600,8474939392,1645223936,
LinkedList 10000 insert,159,150500,8474939392,1645223936,
LinkedList 10000 insert,160,151400,8474939392,1645223936,
LinkedList 10000 insert,161,152300,8474939392,1645223936,
LinkedList 10000 insert,162,153100,8474939392,1645223936,
LinkedList 10000 insert,163,154000,8474939392,1645223936,
LinkedList 10000 insert,164,154900,8474939392,1645223936,
LinkedList 10000 insert,165,156400,8474939392,1645223936,
LinkedList 10000 insert,166,160200,8474939392,1645223936,
LinkedList 10000 insert,167,161000,8474939392,1645223936,
LinkedList 10000 insert,168,161800,8474939392,1645223936,
LinkedList 10000 insert,169,162700,8474939392,1645223936,
LinkedList 10000 insert,170,163500,8474939392,1645223936,
LinkedList 10000 insert,171,164300,8474939392,1645223936,
LinkedList 10000 insert,172,165200,8474939392,1645223936,
LinkedList 10000 insert,173,166000,8474939392,1645223936,
LinkedList 10000 insert,174,166800,8474939392,1645223936,
LinkedList 10000 insert,175,167700,8474939392,1645223936,
LinkedList 10000 insert,176,168500,8474939392,1645223936,
LinkedList 10000 insert,177,169300,8474939392,1645223936,
LinkedList 10000 insert,178,170400,8474939392,1645223936,
LinkedList 10000 insert,179,171200,8474939392,1645223936,
LinkedList 10000 insert,180,172100,8474939392,1645223936,
LinkedList 10000 insert,181,172900,8474939392,1645223936,
LinkedList 10000 insert,182,173700,8474939392,1645223936,
LinkedList 10000 insert,183,174600,8474939392,1645223936,
LinkedList 10000 insert,184,175400,8474939392,1645223936,
LinkedList 10000 insert,185,176200,8474939392,1645223936,
LinkedList 10000 insert,186,177100,8474939392,1645223936,
LinkedList 10000 insert,187,177900,8474939392,1645223936,
LinkedList 10000 insert,188,178700,8474939392,1645223936,
LinkedList 10000 insert,189,179600,8474939392,1645223936,
LinkedList 10000 insert,190,180400,8474939392,1645223936,
LinkedList 10000 insert,191,181400,8474939392,1645223936,
LinkedList 10000 insert,192,182300,8474939392,1645223936,
LinkedList 10000 insert,193,183100,8474939392,1645223936,
LinkedList 10000 insert,194,183900,8474939392,1645223936,
LinkedList 10000 insert,195,184700,8474939392,1645223936,
LinkedList 10000 insert,196,185600,8474939392,1645223936,
LinkedList 10000 insert,197,186400,8474939392,1645223936,
LinkedList 10000 insert,198,187200,8474939392,1645223936,
LinkedList 10000 insert,199,188100,8474939392,1645223936,
LinkedList 10000 insert,200,188900,8474939392,1645223936,
LinkedList 10000 insert,201,189700,8474939392,1645223936,
LinkedList 10000 insert,202,190600,8474939392,1645223936,
LinkedList 10000 insert,203,191600,8474939392,1645223936,
LinkedList 10000 insert,204,192400,8474939392,1645223936,
LinkedList 10000 insert,205,193300,8474939392,1645223936,
LinkedList 10000 insert,206,194100,8474939392,1645223936,
LinkedList 10000 insert,207,194900,8474939392,1645223936,
LinkedList 10000 insert,208,195800,8474939392,1645223936,
LinkedList 10000 insert,209,196600,8474939392,1645223936,
LinkedList 10000 insert,210,197400,8474939392,1645223936,
LinkedList 10000 insert,211,198300,8474939392,1645223936,
LinkedList 10000 insert,212,199100,8474939392,1645223936,
LinkedList 10000 insert,213,199900,8474939392,1645223936,
LinkedList 10000 insert,214,200700,8474939392,1645223936,
LinkedList 10000 insert,215,201600,8474939392,1645223936,
LinkedList 10000 insert,216,202600,8474939392,1645223936,
LinkedList 10000 insert,217,203400,8474939392,1645223936,
LinkedList 10000 insert,218,204200,8474939392,1645223936,
LinkedList 10000 insert,219,205100,8474939392,1645223936,
LinkedList 10000 insert,220,205900,8474939392,1645223936,
LinkedList 10000 insert,221,206700,8474939392,1645223936,
LinkedList 10000 insert,222,207600,8474939392,1645223936,
LinkedList 10000 insert,223,208400,8474939392,1645223936,
LinkedList 10000 insert,224,209200,8474939392,1645223936,
LinkedList 10000 insert,225,210100,8474939392,1645223936,
LinkedList 10000 insert,226,210900,8474939392,1645223936,
LinkedList 10000 insert,227,211700,8474939392,1645223936,
LinkedList 10000 insert,228,212600,8474939392,1645223936,
LinkedList 10000 insert,229,213500,8474939392,1645223936,
LinkedList 10000 insert,230,214400,8474939392,1645223936,
LinkedList 10000 insert,231,215200,8474939392,1645223936,
LinkedList 10000 insert,232,216000,8474939392,1645223936,
LinkedList 10000 insert,233,216800,8474939392,1645223936,
LinkedList 10000 insert,234,217700,8474939392,1645223936,
LinkedList 10000 insert,235,218500,8474939392,1645223936,
LinkedList 10000 insert,236,219300,8474939392,1645223936,
LinkedList 10000 insert,237,220200,8474939392,1645223936,
LinkedList 10000 insert,238,221000,8474939392,1645223936,
LinkedList 10000 insert,239,221900,8474939392,1645223936,
LinkedList 10000 insert,240,222700,8474939392,1645223936,
LinkedList 10000 insert,241,223500,8474939392,1645223936,
LinkedList 10000 insert,242,225000,8474939392,1645223936,
LinkedList 10000 insert,243,225800,8474939392,1645223936,
LinkedList 10000 insert,244,226700,8474939392,1645223936,
LinkedList 10000 insert,245,227500,8474939392,1645223936,
LinkedList 10000 insert,246,228300,8474939392,1645223936,
LinkedList 10000 insert,247,229200,8474939392,1645223936,
LinkedList 10000 insert,248,230000,8474939392,1645223936,
LinkedList 10000 insert,249,230800,8474939392,1645223936,
LinkedList 10000 insert,250,231700,8474939392,1645223936,
LinkedList 10000 insert,251,232500,8474939392,1645223936,
LinkedList 10000 insert,252,233300,8474939392,1645223936,
LinkedList 10000 insert,253,234200,8474939392,1645223936,
LinkedList 10000 insert,254,235000,8474939392,1645223936,
LinkedList 10000 insert,255,236000,8474939392,1645223936,
LinkedList 10000 insert,256,236800,8474939392,1645223936,
LinkedList 10000 insert,257,237700,8474939392,1645223936,
LinkedList 10000 insert,258,238500,8474939392,1645223936,
LinkedList 10000 insert,259,239300,8474939392,1645223936,
LinkedList 10000 insert,260,240200,8474939392,1645223936,
LinkedList 10000 insert,261,241300,8474939392,1645223936,
LinkedList 10000 insert,262,242100,8474939392,1645223936,
LinkedList 10000 insert,263,243000,8474939392,1645223936,
LinkedList 10000 insert,264,243800,8474939392,1645223936,
LinkedList 10000 insert,265,244600,8474939392,1645223936,
LinkedList 10000 insert,266,245500,8474939392,1645223936,
LinkedList 10000 insert,267,246300,8474939392,1645223936,
LinkedList 10000 insert,268,247300,8474939392,1645223936,
LinkedList 10000 insert,269,248100,8474939392,1645223936,
LinkedList 10000 insert,270,249000,8474939392,1645223936,
LinkedList 10000 insert,271,249800,8474939392,1645223936,
LinkedList 10000 insert,272,250600,8474939392,1645223936,
LinkedList 10000 insert,273,251500,8474939392,1645223936,
LinkedList 10000 insert,274,252300,8474939392,1645223936,
LinkedList 10000 insert,275,253100,8474939392,1645223936,
LinkedList 10000 insert,276,254000,8474939392,1645223936,
LinkedList 10000 insert,277,254800,8474939392,1645223936,
LinkedList 10000 insert,278,255600,8474939392,1645223936,
LinkedList 10000 insert,279,256400,8474939392,1645223936,
LinkedList 10000 insert,280,257400,8474939392,1645223936,
LinkedList 10000 insert,281,258300,8474939392,1645223936,
LinkedList 10000 insert,282,259100,8474939392,1645223936,
LinkedList 10000 insert,283,259900,8474939392,1645223936,
LinkedList 10000 insert,284,260800,8474939392,1645223936,
LinkedList 10000 insert,285,261600,8474939392,1645223936,
LinkedList 10000 insert,286,262400,8474939392,1645223936,
LinkedList 10000 insert,287,263300,8474939392,1645223936,
LinkedList 10000 insert,288,264100,8474939392,1645223936,
LinkedList 10000 insert,289,264900,8474939392,1645223936,
LinkedList 10000 insert,290,265700,8474939392,1645223936,
LinkedList 10000 insert,291,266600,8474939392,1645223936,
LinkedList 10000 insert,292,267400,8474939392,1645223936,
LinkedList 10000 insert,293,268400,8474939392,1645223936,
LinkedList 10000 insert,294,269200,8474939392,1645223936,
LinkedList 10000 insert,295,270100,8474939392,1645223936,
LinkedList 10000 insert,296,270900,8474939392,1645223936,
LinkedList 10000 insert,297,271700,8474939392,1645223936,
LinkedList 10000 insert,298,272600,8474939392,1645223936,
LinkedList 10000 insert,299,273400,8474939392,1645223936,
LinkedList 10000 insert,300,274200,8474939392,1645223936,
LinkedList 10000 insert,301,275000,8474939392,1645223936,
LinkedList 10000 insert,302,275900,8474939392,1645223936,
LinkedList 10000 insert,303,276700,8474939392,1645223936,
LinkedList 10000 insert,304,277500,8474939392,1645223936,
LinkedList 10000 insert,305,278400,8474939392,1645223936,
LinkedList 10000 insert,306,279300,8474939392,1645223936,
LinkedList 10000 insert,307,280200,8474939392,1645223936,
LinkedList 10000 insert,308,281000,8474939392,1645223936,
LinkedList 10000 insert,309,281800,8474939392,1645223936,
LinkedList 10000 insert,310,282700,8474939392,1645223936,
LinkedList 10000 insert,311,283500,8474939392,1645223936,
LinkedList 10000 insert,312,284300,8474939392,1645223936,
LinkedList 10000 insert,313,285200,8474939392,1645223936,
LinkedList 10000 insert,314,286000,8474939392,1645223936,
LinkedList 10000 insert,315,286800,8474939392,1645223936,
LinkedList 10000 insert,316,287600,8474939392,1645223936,
LinkedList 10000 insert,317,288500,8474939392,1645223936,
LinkedList 10000 insert,318,289300,8474939392,1645223936,
LinkedList 10000 insert,319,290300,8474939392,1645223936,
LinkedList 10000 insert,320,291100,8474939392,1645223936,
LinkedList 10000 insert,321,291900,8474939392,1645223936,
LinkedList 10000 insert,322,292800,8474939392,1645223936,
LinkedList 10000 insert,323,293600,8474939392,1645223936,
LinkedList 10000 insert,324,294500,8474939392,1645223936,
LinkedList 10000 insert,325,295300,8474939392,1645223936,
LinkedList 10000 insert,326,296100,8474939392,1645223936,
LinkedList 10000 insert,327,296900,8474939392,1645223936,
LinkedList 10000 insert,328,297800,8474939392,1645223936,
LinkedList 10000 insert,329,298600,8474939392,1645223936,
LinkedList 10000 insert,330,299400,8474939392,1645223936,
LinkedList 10000 insert,331,300300,8474939392,1645223936,
LinkedList 10000 insert,332,301200,8474939392,1645223936,
LinkedList 10000 insert,333,302000,8474939392,1645223936,
LinkedList 10000 insert,334,302900,8474939392,1645223936,
LinkedList 10000 insert,335,303700,8474939392,1645223936,
LinkedList 10000 insert,336,304500,8474939392,1645223936,
LinkedList 10000 insert,337,305400,8474939392,1645223936,
LinkedList 10000 insert,338,306200,8474939392,1645223936,
LinkedList 10000 insert,339,307000,8474939392,1645223936,
LinkedList 10000 insert,340,307800,8474939392,1645223936,
LinkedList 10000 insert,341,308900,8474939392,1645223936,
LinkedList 10000 insert,342,309700,8474939392,1645223936,
LinkedList 10000 insert,343,310600,8474939392,1645223936,
LinkedList 10000 insert,344,311400,8474939392,1645223936,
LinkedList 10000 insert,345,312200,8474939392,1645223936,
LinkedList 10000 insert,346,313100,8474939392,1645223936,
LinkedList 10000 insert,347,313900,8474939392,1645223936,
LinkedList 10000 insert,348,314800,8474939392,1645223936,
LinkedList 10000 insert,349,315600,8474939392,1645223936,
LinkedList 10000 insert,350,316400,8474939392,1645223936,
LinkedList 10000 insert,351,317300,8474939392,1645223936,
LinkedList 10000 insert,352,318100,8474939392,1645223936,
LinkedList 10000 insert,353,318900,8474939392,1645223936,
LinkedList 10000 insert,354,320000,8474939392,1645223936,
LinkedList 10000 insert,355,320800,8474939392,1645223936,
LinkedList 10000 insert,356,321600,8474939392,1645223936,
LinkedList 10000 insert,357,322500,8474939392,1645223936,
LinkedList 10000 insert,358,323300,8474939392,1645223936,
LinkedList 10000 insert,359,324100,8474939392,1645223936,
LinkedList 10000 insert,360,325000,8474939392,1645223936,
LinkedList 10000 insert,361,325800,8474939392,1645223936,
LinkedList 10000 insert,362,326600,8474939392,1645223936,
LinkedList 10000 insert,363,327500,8474939392,1645223936,
LinkedList 10000 insert,364,328300,8474939392,1645223936,
LinkedList 10000 insert,365,329200,8474939392,1645223936,
LinkedList 10000 insert,366,330000,8474939392,1645223936,
LinkedList 10000 insert,367,331000,8474939392,1645223936,
LinkedList 10000 insert,368,331800,8474939392,1645223936,
LinkedList 10000 insert,369,332700,8474939392,1645223936,
LinkedList 10000 insert,370,333500,8474939392,1645223936,
LinkedList 10000 insert,371,334300,8474939392,1645223936,
LinkedList 10000 insert,372,335200,8474939392,1645223936,
LinkedList 10000 insert,373,336000,8474939392,1645223936,
LinkedList 10000 insert,374,336800,8474939392,1645223936,
LinkedList 10000 insert,375,337700,8474939392,1645223936,
LinkedList 10000 insert,376,338500,8474939392,1645223936,
LinkedList 10000 insert,377,339300,8474939392,1645223936,
LinkedList 10000 insert,378,340200,8474939392,1645223936,
LinkedList 10000 insert,379,341000,8474939392,1645223936,
LinkedList 10000 insert,380,342400,8474939392,1645223936,
LinkedList 10000 insert,381,343300,8474939392,1645223936,
LinkedList 10000 insert,382,344100,8474939392,1645223936,
LinkedList 10000 insert,383,344900,8474939392,1645223936,
LinkedList 10000 insert,384,345800,8474939392,1645223936,
LinkedList 10000 insert,385,346600,8474939392,1645223936,
LinkedList 10000 insert,386,347500,8474939392,1645223936,
LinkedList 10000 insert,387,348300,8474939392,1645223936,
LinkedList 10000 insert,388,349100,8474939392,1645223936,
LinkedList 10000 insert,389,350000,8474939392,1645223936,
LinkedList 10000 insert,390,350800,8474939392,1645223936,
LinkedList 10000 insert,391,351600,8474939392,1645223936,
LinkedList 10000 insert,392,352500,8474939392,1645223936,
LinkedList 10000 insert,393,353500,8474939392,1645223936,
LinkedList 10000 insert,394,354300,8474939392,1645223936,
LinkedList 10000 insert,395,355200,8474939392,1645223936,
LinkedList 10000 insert,396,356000,8474939392,1645223936,
LinkedList 10000 insert,397,357100,8474939392,1645223936,
LinkedList 10000 insert,398,358000,8474939392,1645223936,
LinkedList 10000 insert,399,358800,8474939392,1645223936,
LinkedList 10000 insert,400,359700,8474939392,1645223936,
LinkedList 10000 insert,401,360500,8474939392,1645223936,
LinkedList 10000 insert,402,361300,8474939392,1645223936,
LinkedList 10000 insert,403,362200,8474939392,1645223936,
LinkedList 10000 insert,404,363000,8474939392,1645223936,
LinkedList 10000 insert,405,363900,8474939392,1645223936,
LinkedList 10000 insert,406,364900,8474939392,1645223936,
LinkedList 10000 insert,407,365700,8474939392,1645223936,
LinkedList 10000 insert,408,366600,8474939392,1645223936,
LinkedList 10000 insert,409,367400,8474939392,1645223936,
LinkedList 10000 insert,410,368200,8474939392,1645223936,
LinkedList 10000 insert,411,369100,8474939392,1645223936,
LinkedList 10000 insert,412,369900,8474939392,1645223936,
LinkedList 10000 insert,413,370700,8474939392,1645223936,
LinkedList 10000 insert,414,371600,8474939392,1645223936,
LinkedList 10000 insert,415,372400,8474939392,1645223936,
LinkedList 10000 insert,416,373200,8474939392,1645223936,
LinkedList 10000 insert,417,374100,8474939392,1645223936,
LinkedList 10000 insert,418,374900,8474939392,1645223936,
LinkedList 10000 insert,419,375900,8474939392,1645223936,
LinkedList 10000 insert,420,376800,8474939392,1645223936,
LinkedList 10000 insert,421,377600,8474939392,1645223936,
LinkedList 10000 insert,422,378400,8474939392,1645223936,
LinkedList 10000 insert,423,379200,8474939392,1645223936,
LinkedList 10000 insert,424,380100,8474939392,1645223936,
LinkedList 10000 insert,425,380900,8474939392,1645223936,
LinkedList 10000 insert,426,381800,8474939392,1645223936,
LinkedList 10000 insert,427,382600,8474939392,1645223936,
LinkedList 10000 insert,428,383400,8474939392,1645223936,
LinkedList 10000 insert,429,384300,8474939392,1645223936,
LinkedList 10000 insert,430,385100,8474939392,1645223936,
LinkedList 10000 insert,431,385900,8474939392,1645223936,
LinkedList 10000 insert,432,386900,8474939392,1645223936,
LinkedList 10000 insert,433,387800,8474939392,1645223936,
LinkedList 10000 insert,434,388600,8474939392,1645223936,
LinkedList 10000 insert,435,389400,8474939392,1645223936,
LinkedList 10000 insert,436,390300,8474939392,1645223936,
LinkedList 10000 insert,437,391100,8474939392,1645223936,
LinkedList 10000 insert,438,391900,8474939392,1645223936,
LinkedList 10000 insert,439,392800,8474939392,1645223936,
LinkedList 10000 insert,440,393600,8474939392,1645223936,
LinkedList 10000 insert,441,394400,8474939392,1645223936,
LinkedList 10000 insert,442,395300,8474939392,1645223936,
LinkedList 10000 insert,443,396100,8474939392,1645223936,
LinkedList 10000 insert,444,397100,8474939392,1645223936,
LinkedList 10000 insert,445,397900,8474939392,1645223936,
LinkedList 10000 insert,446,398800,8474939392,1645223936,
LinkedList 10000 insert,447,399600,8474939392,1645223936,
LinkedList 10000 insert,448,400400,8474939392,1645223936,
LinkedList 10000 insert,449,401300,8474939392,1645223936,
LinkedList 10000 insert,450,402100,8474939392,1645223936,
LinkedList 10000 insert,451,403000,8474939392,1645223936,
LinkedList 10000 insert,452,403800,8474939392,1645223936,
LinkedList 10000 insert,453,404700,8474939392,1645223936,
LinkedList 10000 insert,454,405500,8474939392,1645223936,
LinkedList 10000 insert,455,406300,8474939392,1645223936,
LinkedList 10000 insert,456,407200,8474939392,1645223936,
LinkedList 10000 insert,457,408100,8474939392,1645223936,
LinkedList 10000 insert,458,409000,8474939392,1645223936,
LinkedList 10000 insert,459,409800,8474939392,1645223936,
LinkedList 10000 insert,460,410600,8474939392,1645223936,
LinkedList 10000 insert,461,411500,8474939392,1645223936,
LinkedList 10000 insert,462,412300,8474939392,1645223936,
LinkedList 10000 insert,463,413200,8474939392,1645223936,
LinkedList 10000 insert,464,414000,8474939392,1645223936,
LinkedList 10000 insert,465,414900,8474939392,1645223936,
LinkedList 10000 insert,466,415700,8474939392,1645223936,
LinkedList 10000 insert,467,416600,8474939392,1645223936,
LinkedList 10000 insert,468,417400,8474939392,1645223936,
LinkedList 10000 insert,469,418300,8474939392,1645223936,
LinkedList 10000 insert,470,419300,8474939392,1645223936,
LinkedList 10000 insert,471,420100,8474939392,1645223936,
LinkedList 10000 insert,472,420900,8474939392,1645223936,
LinkedList 10000 insert,473,421800,8474939392,1645223936,
LinkedList 10000 insert,474,422600,8474939392,1645223936,
LinkedList 10000 insert,475,423500,8474939392,1645223936,
LinkedList 10000 insert,476,424300,8474939392,1645223936,
LinkedList 10000 insert,477,425200,8474939392,1645223936,
LinkedList 10000 insert,478,426000,8474939392,1645223936,
LinkedList 10000 insert,479,426800,8474939392,1645223936,
LinkedList 10000 insert,480,427700,8474939392,1645223936,
LinkedList 10000 insert,481,428500,8474939392,1645223936,
LinkedList 10000 insert,482,432600,8474939392,1645223936,
LinkedList 10000 insert,483,433800,8474939392,1645223936,
LinkedList 10000 insert,484,434700,8474939392,1645223936,
LinkedList 10000 insert,485,439400,8474939392,1645223936,
