Test Case ID,CaseCounter,TimeDifference,TotalMemory,FreeMemory
Immutable 10000 insert,221,279400,8474939392,1431277568
Immutable 10000 insert,222,280300,8474939392,1431277568
Immutable 10000 insert,223,281300,8474939392,1431277568
Immutable 10000 insert,224,282200,8474939392,1431277568
Immutable 10000 insert,225,283100,8474939392,1431277568
Immutable 10000 insert,226,284100,8474939392,1431277568
Immutable 10000 insert,227,285000,8474939392,1431277568
Immutable 10000 insert,228,286100,8474939392,1431277568
Immutable 10000 insert,229,287000,8474939392,1431277568
Immutable 10000 insert,230,288000,8474939392,1431277568
Immutable 10000 insert,231,288900,8474939392,1431277568
Immutable 10000 insert,232,289900,8474939392,1431277568
Immutable 10000 insert,233,290800,8474939392,1431277568
Immutable 10000 insert,234,291700,8474939392,1431277568
Immutable 10000 insert,235,292700,8474939392,1431277568
Immutable 10000 insert,236,293600,8474939392,1431277568
Immutable 10000 insert,237,294600,8474939392,1431277568
Immutable 10000 insert,238,295500,8474939392,1431277568
Immutable 10000 insert,239,296400,8474939392,1431277568
Immutable 10000 insert,240,297400,8474939392,1431277568
Immutable 10000 insert,241,298500,8474939392,1431277568
Immutable 10000 insert,242,299400,8474939392,1431277568
Immutable 10000 insert,243,300400,8474939392,1431277568
Immutable 10000 insert,244,301300,8474939392,1431277568
Immutable 10000 insert,245,302200,8474939392,1431277568
Immutable 10000 insert,246,303400,8474939392,1431277568
Immutable 10000 insert,247,304600,8474939392,1431277568
Immutable 10000 insert,248,305500,8474939392,1431277568
Immutable 10000 insert,249,306500,8474939392,1431277568
Immutable 10000 insert,250,307400,8474939392,1431277568
Immutable 10000 insert,251,308400,8474939392,1431277568
Immutable 10000 insert,252,309300,8474939392,1431277568
Immutable 10000 insert,253,310200,8474939392,1431277568
Immutable 10000 insert,254,311500,8474939392,1431277568
Immutable 10000 insert,255,312400,8474939392,1431277568
Immutable 10000 insert,256,313400,8474939392,1431277568
Immutable 10000 insert,257,314300,8474939392,1431277568
Immutable 10000 insert,258,315200,8474939392,1431277568
Immutable 10000 insert,259,316200,8474939392,1431277568
Immutable 10000 insert,260,317100,8474939392,1431277568
Immutable 10000 insert,261,318100,8474939392,1431277568
Immutable 10000 insert,262,319000,8474939392,1431277568
Immutable 10000 insert,263,319900,8474939392,1431277568
Immutable 10000 insert,264,320900,8474939392,1431277568
Immutable 10000 insert,265,321800,8474939392,1431277568
Immutable 10000 insert,266,322700,8474939392,1431277568
Immutable 10000 insert,267,323800,8474939392,1431277568
Immutable 10000 insert,268,324800,8474939392,1431277568
Immutable 10000 insert,269,325800,8474939392,1431277568
Immutable 10000 insert,270,326700,8474939392,1431277568
Immutable 10000 insert,271,327600,8474939392,1431277568
Immutable 10000 insert,272,328600,8474939392,1431277568
Immutable 10000 insert,273,329500,8474939392,1431277568
Immutable 10000 insert,274,330500,8474939392,1431277568
Immutable 10000 insert,275,331400,8474939392,1431277568
Immutable 10000 insert,276,332300,8474939392,1431277568
Immutable 10000 insert,277,333300,8474939392,1431277568
Immutable 10000 insert,278,334400,8474939392,1431277568
Immutable 10000 insert,279,335800,8474939392,1431277568
Immutable 10000 insert,280,336700,8474939392,1431277568
Immutable 10000 insert,281,337700,8474939392,1431277568
Immutable 10000 insert,282,338600,8474939392,1431277568
Immutable 10000 insert,283,339600,8474939392,1431277568
Immutable 10000 insert,284,340500,8474939392,1431277568
Immutable 10000 insert,285,341400,8474939392,1431277568
Immutable 10000 insert,286,342400,8474939392,1431277568
Immutable 10000 insert,287,343300,8474939392,1431277568
Immutable 10000 insert,288,344200,8474939392,1431277568
Immutable 10000 insert,289,345200,8474939392,1431277568
Immutable 10000 insert,290,346100,8474939392,1431277568
Immutable 10000 insert,291,347100,8474939392,1431277568
Immutable 10000 insert,292,348100,8474939392,1431277568
Immutable 10000 insert,293,349100,8474939392,1431277568
Immutable 10000 insert,294,350000,8474939392,1431277568
Immutable 10000 insert,295,351000,8474939392,1431277568
Immutable 10000 insert,296,351900,8474939392,1431277568
Immutable 10000 insert,297,352900,8474939392,1431277568
Immutable 10000 insert,298,353800,8474939392,1431277568
Immutable 10000 insert,299,354700,8474939392,1431277568
Immutable 10000 insert,300,355700,8474939392,1431277568
Immutable 10000 insert,301,356600,8474939392,1431277568
Immutable 10000 insert,302,357600,8474939392,1431277568
Immutable 10000 insert,303,358500,8474939392,1431277568
Immutable 10000 insert,304,359400,8474939392,1431277568
Immutable 10000 insert,305,360600,8474939392,1431277568
Immutable 10000 insert,306,361500,8474939392,1431277568
Immutable 10000 insert,307,362500,8474939392,1431277568
Immutable 10000 insert,308,363400,8474939392,1431277568
Immutable 10000 insert,309,364300,8474939392,1431277568
Immutable 10000 insert,310,365300,8474939392,1431277568
Immutable 10000 insert,311,366200,8474939392,1431277568
Immutable 10000 insert,312,367200,8474939392,1431277568
Immutable 10000 insert,313,368100,8474939392,1431277568
Immutable 10000 insert,314,369000,8474939392,1431277568
Immutable 10000 insert,315,370100,8474939392,1431277568
Immutable 10000 insert,316,371000,8474939392,1431277568
Immutable 10000 insert,317,372200,8474939392,1431277568
Immutable 10000 insert,318,373100,8474939392,1431277568
Immutable 10000 insert,319,374100,8474939392,1431277568
Immutable 10000 insert,320,375000,8474939392,1431277568
Immutable 10000 insert,321,375900,8474939392,1431277568
Immutable 10000 insert,322,376900,8474939392,1431277568
Immutable 10000 insert,323,377800,8474939392,1431277568
Immutable 10000 insert,324,378700,8474939392,1431277568
Immutable 10000 insert,325,379700,8474939392,1431277568
Immutable 10000 insert,326,380600,8474939392,1431277568
Immutable 10000 insert,327,381600,8474939392,1431277568
Immutable 10000 insert,328,382500,8474939392,1431277568
Immutable 10000 insert,329,383400,8474939392,1431277568
Immutable 10000 insert,330,385000,8474939392,1431277568
Immutable 10000 insert,331,386000,8474939392,1431277568
Immutable 10000 insert,332,386900,8474939392,1431277568
Immutable 10000 insert,333,387800,8474939392,1431277568
Immutable 10000 insert,334,388800,8474939392,1431277568
Immutable 10000 insert,335,389700,8474939392,1431277568
Immutable 10000 insert,336,390600,8474939392,1431277568
Immutable 10000 insert,337,391600,8474939392,1431277568
Immutable 10000 insert,338,392500,8474939392,1431277568
Immutable 10000 insert,339,393500,8474939392,1431277568
Immutable 10000 insert,340,394400,8474939392,1431277568
Immutable 10000 insert,341,395400,8474939392,1431277568
Immutable 10000 insert,342,396300,8474939392,1431277568
Immutable 10000 insert,343,397400,8474939392,1431277568
Immutable 10000 insert,344,398400,8474939392,1431277568
Immutable 10000 insert,345,399300,8474939392,1431277568
Immutable 10000 insert,346,400300,8474939392,1431277568
Immutable 10000 insert,347,401200,8474939392,1431277568
Immutable 10000 insert,348,402100,8474939392,1431277568
Immutable 10000 insert,349,403100,8474939392,1431277568
Immutable 10000 insert,350,404000,8474939392,1431277568
Immutable 10000 insert,351,405000,8474939392,1431277568
Immutable 10000 insert,352,405900,8474939392,1431277568
Immutable 10000 insert,353,406800,8474939392,1431277568
Immutable 10000 insert,354,407800,8474939392,1431277568
Immutable 10000 insert,355,408700,8474939392,1431277568
Immutable 10000 insert,356,409800,8474939392,1431277568
Immutable 10000 insert,357,410800,8474939392,1431277568
Immutable 10000 insert,358,411700,8474939392,1431277568
Immutable 10000 insert,359,412600,8474939392,1431277568
Immutable 10000 insert,360,413600,8474939392,1431277568
Immutable 10000 insert,361,414500,8474939392,1431277568
Immutable 10000 insert,362,415500,8474939392,1431277568
Immutable 10000 insert,363,416400,8474939392,1431277568
Immutable 10000 insert,364,417300,8474939392,1431277568
Immutable 10000 insert,365,418300,8474939392,1431277568
Immutable 10000 insert,366,419200,8474939392,1431277568
Immutable 10000 insert,367,420200,8474939392,1431277568
Immutable 10000 insert,368,421300,8474939392,1431277568
Immutable 10000 insert,369,422200,8474939392,1431277568
Immutable 10000 insert,370,423200,8474939392,1431277568
Immutable 10000 insert,371,424100,8474939392,1431277568
Immutable 10000 insert,372,425000,8474939392,1431277568
Immutable 10000 insert,373,426000,8474939392,1431277568
Immutable 10000 insert,374,426900,8474939392,1431277568
Immutable 10000 insert,375,427800,8474939392,1431277568
Immutable 10000 insert,376,428800,8474939392,1431277568
Immutable 10000 insert,377,429700,8474939392,1431277568
Immutable 10000 insert,378,430700,8474939392,1431277568
Immutable 10000 insert,379,431600,8474939392,1431277568
Immutable 10000 insert,380,432500,8474939392,1431277568
Immutable 10000 insert,381,433600,8474939392,1431277568
Immutable 10000 insert,382,434600,8474939392,1431277568
Immutable 10000 insert,383,435500,8474939392,1431277568
Immutable 10000 insert,384,436500,8474939392,1431277568
Immutable 10000 insert,385,437400,8474939392,1431277568
Immutable 10000 insert,386,438300,8474939392,1431277568
Immutable 10000 insert,387,439300,8474939392,1431277568
Immutable 10000 insert,388,440200,8474939392,1431277568
Immutable 10000 insert,389,441200,8474939392,1431277568
Immutable 10000 insert,390,442200,8474939392,1431277568
Immutable 10000 insert,391,443100,8474939392,1431277568
Immutable 10000 insert,392,444000,8474939392,1431277568
Immutable 10000 insert,393,445000,8474939392,1431277568
Immutable 10000 insert,394,446100,8474939392,1431277568
Immutable 10000 insert,395,447000,8474939392,1431277568
Immutable 10000 insert,396,448000,8474939392,1431277568
Immutable 10000 insert,397,448900,8474939392,1431277568
Immutable 10000 insert,398,449800,8474939392,1431277568
Immutable 10000 insert,399,450800,8474939392,1431277568
Immutable 10000 insert,400,451700,8474939392,1431277568
Immutable 10000 insert,401,452700,8474939392,1431277568
Immutable 10000 insert,402,453700,8474939392,1431277568
Immutable 10000 insert,403,454700,8474939392,1431277568
Immutable 10000 insert,404,455600,8474939392,1431277568
Immutable 10000 insert,405,456500,8474939392,1431277568
Immutable 10000 insert,406,457700,8474939392,1431277568
Immutable 10000 insert,407,458600,8474939392,1431277568
Immutable 10000 insert,408,459500,8474939392,1431277568
Immutable 10000 insert,409,460500,8474939392,1431277568
Immutable 10000 insert,410,461400,8474939392,1431277568
Immutable 10000 insert,411,462600,8474939392,1431277568
Immutable 10000 insert,412,463600,8474939392,1431277568
Immutable 10000 insert,413,464500,8474939392,1431277568
Immutable 10000 insert,414,465400,8474939392,1431277568
Immutable 10000 insert,415,466400,8474939392,1431277568
Immutable 10000 insert,416,467300,8474939392,1431277568
Immutable 10000 insert,417,468300,8474939392,1431277568
Immutable 10000 insert,418,469200,8474939392,1431277568
Immutable 10000 insert,419,470600,8474939392,1431277568
Immutable 10000 insert,420,471600,8474939392,1431277568
Immutable 10000 insert,421,472500,8474939392,1431277568
Immutable 10000 insert,422,473500,8474939392,1431277568
Immutable 10000 insert,423,474400,8474939392,1431277568
Immutable 10000 insert,424,475300,8474939392,1431277568
Immutable 10000 insert,425,476300,8474939392,1431277568
Immutable 10000 insert,426,477200,8474939392,1431277568
Immutable 10000 insert,427,478200,8474939392,1431277568
Immutable 10000 insert,428,479100,8474939392,1431277568
Immutable 10000 insert,429,480000,8474939392,1431277568
Immutable 10000 insert,430,481000,8474939392,1431277568
Immutable 10000 insert,431,481900,8474939392,1431285760
Immutable 10000 insert,432,484500,8474939392,1431285760
Immutable 10000 insert,433,485500,8474939392,1431285760
Immutable 10000 insert,434,486400,8474939392,1431285760
Immutable 10000 insert,435,487400,8474939392,1431285760
Immutable 10000 insert,436,488300,8474939392,1431285760
Immutable 10000 insert,437,489300,8474939392,1431285760
Immutable 10000 insert,438,490200,8474939392,1431285760
Immutable 10000 insert,439,491100,8474939392,1431285760
Immutable 10000 insert,440,492100,8474939392,1431285760
Immutable 10000 insert,441,493000,8474939392,1431285760
Immutable 10000 insert,442,494000,8474939392,1431285760
Immutable 10000 insert,443,494900,8474939392,1431285760
Immutable 10000 insert,444,495900,8474939392,1431285760
Immutable 10000 insert,445,497000,8474939392,1431285760
Immutable 10000 insert,446,497900,8474939392,1431285760
Immutable 10000 insert,447,498800,8474939392,1431285760
Immutable 10000 insert,448,499800,8474939392,1431285760
Immutable 10000 insert,449,500700,8474939392,1431285760
Immutable 10000 insert,450,501700,8474939392,1431285760
Immutable 10000 insert,451,502600,8474939392,1431285760
Immutable 10000 insert,452,503500,8474939392,1431285760
Immutable 10000 insert,453,504500,8474939392,1431285760
Immutable 10000 insert,454,505400,8474939392,1431285760
Immutable 10000 insert,455,506400,8474939392,1431285760
Immutable 10000 insert,456,507300,8474939392,1431285760
Immutable 10000 insert,457,508900,8474939392,1431285760
Immutable 10000 insert,458,509800,8474939392,1431285760
Immutable 10000 insert,459,510800,8474939392,1431285760
Immutable 10000 insert,460,511700,8474939392,1431285760
Immutable 10000 insert,461,512600,8474939392,1431285760
Immutable 10000 insert,462,513600,8474939392,1431285760
Immutable 10000 insert,463,514500,8474939392,1431285760
Immutable 10000 insert,464,515500,8474939392,1431285760
Immutable 10000 insert,465,516400,8474939392,1431285760
Immutable 10000 insert,466,517300,8474939392,1431285760
Immutable 10000 insert,467,518300,8474939392,1431285760
Immutable 10000 insert,468,519200,8474939392,1431285760
Immutable 10000 insert,469,520200,8474939392,1431285760
Immutable 10000 insert,470,521200,8474939392,1431285760
Immutable 10000 insert,471,522200,8474939392,1431285760
Immutable 10000 insert,472,523100,8474939392,1431285760
Immutable 10000 insert,473,524100,8474939392,1431285760
Immutable 10000 insert,474,525000,8474939392,1431285760
Immutable 10000 insert,475,525900,8474939392,1431285760
Immutable 10000 insert,476,526900,8474939392,1431285760
Immutable 10000 insert,477,527800,8474939392,1431285760
Immutable 10000 insert,478,528800,8474939392,1431285760
Immutable 10000 insert,479,529700,8474939392,1431285760
Immutable 10000 insert,480,530700,8474939392,1431285760
Immutable 10000 insert,481,531600,8474939392,1431285760
Immutable 10000 insert,482,532500,8474939392,1431285760
Immutable 10000 insert,483,533700,8474939392,1431285760
Immutable 10000 insert,484,534800,8474939392,1431285760
Immutable 10000 insert,485,535700,8474939392,1431285760
Immutable 10000 insert,486,536700,8474939392,1431285760
Immutable 10000 insert,487,537600,8474939392,1431285760
Immutable 10000 insert,488,538600,8474939392,1431285760
Immutable 10000 insert,489,539500,8474939392,1431285760
Immutable 10000 insert,490,540400,8474939392,1431285760
Immutable 10000 insert,491,541400,8474939392,1431285760
Immutable 10000 insert,492,542300,8474939392,1431285760
Immutable 10000 insert,493,543300,8474939392,1431285760
Immutable 10000 insert,494,544200,8474939392,1431285760
Immutable 10000 insert,495,545300,8474939392,1431285760
Immutable 10000 insert,496,546300,8474939392,1431285760
Immutable 10000 insert,497,547200,8474939392,1431285760
Immutable 10000 insert,498,548200,8474939392,1431285760
Immutable 10000 insert,499,549100,8474939392,1431285760
Immutable 10000 insert,500,550000,8474939392,1431285760
Immutable 10000 insert,501,551000,8474939392,1431285760
Immutable 10000 insert,502,551900,8474939392,1431285760
Immutable 10000 insert,503,552900,8474939392,1431285760
Immutable 10000 insert,504,553800,8474939392,1431285760
Immutable 10000 insert,505,554700,8474939392,1431285760
Immutable 10000 insert,506,555700,8474939392,1431285760
Immutable 10000 insert,507,556600,8474939392,1431285760
Immutable 10000 insert,508,557700,8474939392,1431285760
Immutable 10000 insert,509,558600,8474939392,1431285760
Immutable 10000 insert,510,559500,8474939392,1431285760
Immutable 10000 insert,511,560700,8474939392,1431285760
Immutable 10000 insert,512,561600,8474939392,1431285760
Immutable 10000 insert,513,562600,8474939392,1431285760
Immutable 10000 insert,514,563500,8474939392,1431285760
Immutable 10000 insert,515,564400,8474939392,1431285760
Immutable 10000 insert,516,565400,8474939392,1431285760
Immutable 10000 insert,517,566300,8474939392,1431285760
Immutable 10000 insert,518,567300,8474939392,1431285760
Immutable 10000 insert,519,568200,8474939392,1431285760
Immutable 10000 insert,520,569100,8474939392,1431285760
Immutable 10000 insert,521,570100,8474939392,1431285760
Immutable 10000 insert,522,571000,8474939392,1431285760
Immutable 10000 insert,523,572000,8474939392,1431285760
Immutable 10000 insert,524,573100,8474939392,1431285760
Immutable 10000 insert,525,574000,8474939392,1431285760
Immutable 10000 insert,526,575000,8474939392,1431285760
Immutable 10000 insert,527,575900,8474939392,1431285760
Immutable 10000 insert,528,576900,8474939392,1431285760
Immutable 10000 insert,529,577800,8474939392,1431285760
Immutable 10000 insert,530,578700,8474939392,1431285760
